Date,Blockchain Size
2010-02-20,9573370
2010-02-21,9619832
2010-02-22,9682548
2010-02-23,9769409
2010-02-24,9823492
2010-02-25,9872915
2010-02-26,9922640
2010-02-27,9962403
2010-02-28,10000833
2010-03-01,10046761
2010-03-02,10092658
2010-03-03,10138038
2010-03-04,10185163
2010-03-05,10269351
2010-03-06,10306627
2010-03-07,10355943
2010-03-08,10407977
2010-03-09,10455939
2010-03-10,10496739
2010-03-11,10537170
2010-03-12,10573272
2010-03-13,10600239
2010-03-14,10637377
2010-03-15,10665754
2010-03-16,10696073
2010-03-17,10726312
2010-03-18,10758701
2010-03-19,10805576
2010-03-20,10846728
2010-03-21,10897765
2010-03-22,10938797
2010-03-23,10982210
2010-03-24,11036491
2010-03-25,11078102
2010-03-26,11158646
2010-03-27,11210715
2010-03-28,11253653
2010-03-29,11295163
2010-03-30,11345581
2010-03-31,11393526
2010-04-01,11442268
2010-04-02,11481738
2010-04-03,11517887
2010-04-04,11555943
2010-04-05,11601387
2010-04-06,11653780
2010-04-07,11700889
2010-04-08,11755471
2010-04-09,11804958
2010-04-10,11869620
2010-04-11,11961545
2010-04-12,12032944
2010-04-13,12100433
2010-04-14,12148008
2010-04-15,12211534
2010-04-16,12337790
2010-04-17,12409335
2010-04-18,12470182
2010-04-19,13358490
2010-04-20,13446443
2010-04-21,13519359
2010-04-22,13586934
2010-04-23,13632008
2010-04-24,13677610
2010-04-25,13737450
2010-04-26,13795713
2010-04-27,13848949
2010-04-28,13902944
2010-04-29,13962786
2010-04-30,14003216
2010-05-01,14042554
2010-05-02,14092577
2010-05-03,14135795
2010-05-04,14189923
2010-05-05,14240225
2010-05-06,14294645
2010-05-07,14362007
2010-05-08,14405387
2010-05-09,14469434
2010-05-10,14519886
2010-05-11,14566266
2010-05-12,14596307
2010-05-13,14642995
2010-05-14,14686876
2010-05-15,14878227
2010-05-16,15079705
2010-05-17,15110655
2010-05-18,15160368
2010-05-19,15217969
2010-05-20,15272958
2010-05-21,15330666
2010-05-22,15394495
2010-05-23,15479323
2010-05-24,15556932
2010-05-25,15615341
2010-05-26,15678023
2010-05-27,15753205
2010-05-28,15822790
2010-05-29,15888659
2010-05-30,15954014
2010-05-31,16000315
2010-06-01,16048051
2010-06-02,16091139
2010-06-03,16135318
2010-06-04,16204595
2010-06-05,16241883
2010-06-06,16288397
2010-06-07,16337964
2010-06-08,16410458
2010-06-09,16466666
2010-06-10,16526318
2010-06-11,16576369
2010-06-12,16638559
2010-06-13,16688539
2010-06-14,16750717
2010-06-15,16821605
2010-06-16,16888387
2010-06-17,16946045
2010-06-18,16992728
2010-06-19,17042606
2010-06-20,17115406
2010-06-21,17169748
2010-06-22,17231067
2010-06-23,17292131
2010-06-24,17357824
2010-06-25,17418960
2010-06-26,17465650
2010-06-27,17511825
2010-06-28,17567552
2010-06-29,17620194
2010-06-30,17696556
2010-07-01,17914462
2010-07-02,17990617
2010-07-03,18108388
2010-07-04,18175923
2010-07-05,18254160
2010-07-06,18318818
2010-07-07,18369520
2010-07-08,18435956
2010-07-09,18487103
2010-07-10,18548711
2010-07-11,18616255
2010-07-12,18723818
2010-07-13,19308559
2010-07-14,19671379
2010-07-15,21315308
2010-07-16,21860751
2010-07-17,22170118
2010-07-18,22309312
2010-07-19,22446201
2010-07-20,22585455
2010-07-21,22782880
2010-07-22,22907871
2010-07-23,23008621
2010-07-24,23111622
2010-07-25,23398815
2010-07-26,24143625
2010-07-27,24387394
2010-07-28,24514236
2010-07-29,25296880
2010-07-30,25499462
2010-07-31,25611152
2010-08-01,25707189
2010-08-02,25810269
2010-08-03,25916268
2010-08-04,26106114
2010-08-05,26221979
2010-08-06,26425867
2010-08-07,26554130
2010-08-08,26634829
2010-08-09,26739947
2010-08-10,27037365
2010-08-11,27128844
2010-08-12,27246893
2010-08-13,27357799
2010-08-14,27523371
2010-08-15,27662156
2010-08-16,27752719
2010-08-17,27904164
2010-08-18,27992214
2010-08-19,28254181
2010-08-20,28338556
2010-08-21,28453365
2010-08-22,28546393
2010-08-23,28646353
2010-08-24,28750580
2010-08-25,28930800
2010-08-26,29020746
2010-08-27,29138963
2010-08-28,29219343
2010-08-29,29323035
2010-08-30,29394070
2010-08-31,29498472
2010-09-01,29671252
2010-09-02,29815065
2010-09-03,29904664
2010-09-04,29987840
2010-09-05,30064090
2010-09-06,30152202
2010-09-07,30232940
2010-09-08,30308188
2010-09-09,30400184
2010-09-10,30501978
2010-09-11,30597238
2010-09-12,30676625
2010-09-13,30799814
2010-09-14,30933070
2010-09-15,31056839
2010-09-16,31187317
2010-09-17,31304642
2010-09-18,31456179
2010-09-19,31565413
2010-09-20,31672149
2010-09-21,31816257
2010-09-22,32081802
2010-09-23,32303785
2010-09-24,32491990
2010-09-25,32630867
2010-09-26,32795789
2010-09-27,32916631
2010-09-28,33130082
2010-09-29,33390446
2010-09-30,33751547
2010-10-01,33861670
2010-10-02,34034105
2010-10-03,34218810
2010-10-04,34326254
2010-10-05,34468662
2010-10-06,34592595
2010-10-07,34712671
2010-10-08,34820463
2010-10-09,34953444
2010-10-10,35096459
2010-10-11,35209266
2010-10-12,35314390
2010-10-13,35421935
2010-10-14,35577629
2010-10-15,35690349
2010-10-16,35784628
2010-10-17,35931908
2010-10-18,36063637
2010-10-19,36245830
2010-10-20,36544523
2010-10-21,36780882
2010-10-22,36957421
2010-10-23,37149551
2010-10-24,37307156
2010-10-25,37467992
2010-10-26,37603101
2010-10-27,37763413
2010-10-28,37949025
2010-10-29,38112297
2010-10-30,38271166
2010-10-31,38390717
2010-11-01,38492181
2010-11-02,38594701
2010-11-03,38669233
2010-11-04,38768306
2010-11-05,38878442
2010-11-06,39031349
2010-11-07,39142132
2010-11-08,39269637
2010-11-09,39501737
2010-11-10,39620886
2010-11-11,39732619
2010-11-12,39843380
2010-11-13,39922510
2010-11-14,40022344
2010-11-15,40170758
2010-11-16,42103424
2010-11-17,44080916
2010-11-18,44205217
2010-11-19,44695063
2010-11-20,46844886
2010-11-21,48968088
2010-11-22,51261256
2010-11-23,51368239
2010-11-24,51466455
2010-11-25,52497832
2010-11-26,54171723
2010-11-27,54533434
2010-11-28,54667289
2010-11-29,54790562
2010-11-30,54935322
2010-12-01,55068841
2010-12-02,55233963
2010-12-03,55359365
2010-12-04,55491892
2010-12-05,55623637
2010-12-06,55738584
2010-12-07,55860945
2010-12-08,56039703
2010-12-09,56187668
2010-12-10,56335674
2010-12-11,56449513
2010-12-12,56605594
2010-12-13,56789570
2010-12-14,57037927
2010-12-15,57211765
2010-12-16,57390058
2010-12-17,57544394
2010-12-18,57706973
2010-12-19,57849895
2010-12-20,58040979
2010-12-21,58308134
2010-12-22,58490011
2010-12-23,58688213
2010-12-24,58846852
2010-12-25,58995118
2010-12-26,59163556
2010-12-27,59329284
2010-12-28,59515146
2010-12-29,59698628
2010-12-30,59870893
2010-12-31,60040818
2011-01-01,60191372
2011-01-02,60391063
2011-01-03,60577489
2011-01-04,60971851
2011-01-05,61222494
2011-01-06,61601259
2011-01-07,61810885
2011-01-08,62093545
2011-01-09,62468569
2011-01-10,62819686
2011-01-11,63200287
2011-01-12,63593736
2011-01-13,63911421
2011-01-14,64294766
2011-01-15,64667190
2011-01-16,64969781
2011-01-17,65252818
2011-01-18,65497374
2011-01-19,65767331
2011-01-20,66049198
2011-01-21,66317144
2011-01-22,66697572
2011-01-23,67224624
2011-01-24,67589312
2011-01-25,68028186
2011-01-26,68284071
2011-01-27,68621027
2011-01-28,68885173
2011-01-29,69233039
2011-01-30,69704005
2011-01-31,70753805
2011-02-01,71225576
2011-02-02,71649843
2011-02-03,71957766
2011-02-04,72191422
2011-02-05,72482668
2011-02-06,72766648
2011-02-07,73064878
2011-02-08,73331953
2011-02-09,73603255
2011-02-10,73982012
2011-02-11,74670050
2011-02-12,75382435
2011-02-13,75985204
2011-02-14,76524601
2011-02-15,77267362
2011-02-16,77921174
2011-02-17,78525272
2011-02-18,79209465
2011-02-19,79903161
2011-02-20,80402890
2011-02-21,80976229
2011-02-22,81540629
2011-02-23,82222922
2011-02-24,82928555
2011-02-25,83568824
2011-02-26,84208237
2011-02-27,84806991
2011-02-28,85536698
2011-03-01,86110658
2011-03-02,87008228
2011-03-03,87620269
2011-03-04,88558719
2011-03-05,89253500
2011-03-06,90085599
2011-03-07,90736340
2011-03-08,91375386
2011-03-09,92213172
2011-03-10,92841625
2011-03-11,93392555
2011-03-12,94016560
2011-03-13,94889449
2011-03-14,95696600
2011-03-15,96523165
2011-03-16,97441621
2011-03-17,98424551
2011-03-18,99331299
2011-03-19,100178864
2011-03-20,101061207
2011-03-21,102409073
2011-03-22,104023637
2011-03-23,104778588
2011-03-24,106156806
2011-03-25,106959074
2011-03-26,107713922
2011-03-27,108827071
2011-03-28,109804701
2011-03-29,110922979
2011-03-30,111786232
2011-03-31,112425974
2011-04-01,113208706
2011-04-02,113818325
2011-04-03,114466853
2011-04-04,115079426
2011-04-05,115922866
2011-04-06,116673854
2011-04-07,117329688
2011-04-08,117936006
2011-04-09,118630802
2011-04-10,119254942
2011-04-11,119921909
2011-04-12,120705973
2011-04-13,121608401
2011-04-14,122573219
2011-04-15,123620728
2011-04-16,124582608
2011-04-17,125591689
2011-04-18,126435507
2011-04-19,127541249
2011-04-20,128800365
2011-04-21,130098335
2011-04-22,130790282
2011-04-23,131561632
2011-04-24,132543289
2011-04-25,133494489
2011-04-26,134640454
2011-04-27,135896389
2011-04-28,137839219
2011-04-29,139060634
2011-04-30,140442407
2011-05-01,142238179
2011-05-02,143910358
2011-05-03,145042737
2011-05-04,146258586
2011-05-05,147422000
2011-05-06,148890788
2011-05-07,150256108
2011-05-08,151589559
2011-05-09,152797196
2011-05-10,154269429
2011-05-11,155706628
2011-05-12,157073278
2011-05-13,158500827
2011-05-14,160448727
2011-05-15,162336704
2011-05-16,164048360
2011-05-17,166001801
2011-05-18,167911578
2011-05-19,170299555
2011-05-20,172242102
2011-05-21,174340163
2011-05-22,176293925
2011-05-23,178358707
2011-05-24,180715594
2011-05-25,182993409
2011-05-26,185684098
2011-05-27,188479168
2011-05-28,190369770
2011-05-29,192335969
2011-05-30,194322427
2011-05-31,196517349
2011-06-01,199072758
2011-06-02,201837256
2011-06-03,204875026
2011-06-04,208900128
2011-06-05,212712143
2011-06-06,215951150
2011-06-07,220250796
2011-06-08,223897070
2011-06-09,229603154
2011-06-10,234798328
2011-06-11,239505566
2011-06-12,243948499
2011-06-13,249291565
2011-06-14,254097654
2011-06-15,259699071
2011-06-16,265152000
2011-06-17,270557535
2011-06-18,275543084
2011-06-19,280287973
2011-06-20,285205021
2011-06-21,289452439
2011-06-22,293504769
2011-06-23,297863385
2011-06-24,301894118
2011-06-25,306244863
2011-06-26,310256501
2011-06-27,314676083
2011-06-28,320104161
2011-06-29,324566338
2011-06-30,328757701
2011-07-01,332684631
2011-07-02,337319140
2011-07-03,341034568
2011-07-04,344383218
2011-07-05,348513307
2011-07-06,352582115
2011-07-07,357272003
2011-07-08,361013735
2011-07-09,364673949
2011-07-10,368028715
2011-07-11,372074259
2011-07-12,376242955
2011-07-13,379752509
2011-07-14,383539010
2011-07-15,387360198
2011-07-16,390732277
2011-07-17,394402847
2011-07-18,398020454
2011-07-19,402598833
2011-07-20,406777331
2011-07-21,410611992
2011-07-22,414284279
2011-07-23,418134404
2011-07-24,421388154
2011-07-25,425084382
2011-07-26,429350615
2011-07-27,433067385
2011-07-28,436750281
2011-07-29,440468887
2011-07-30,443574207
2011-07-31,446101973
2011-08-01,449623027
2011-08-02,453462101
2011-08-03,457220742
2011-08-04,460722265
2011-08-05,464223286
2011-08-06,467429714
2011-08-07,470502933
2011-08-08,473306803
2011-08-09,477030150
2011-08-10,481150296
2011-08-11,484599343
2011-08-12,487695585
2011-08-13,490686143
2011-08-14,493914069
2011-08-15,497320098
2011-08-16,501033022
2011-08-17,505096936
2011-08-18,508610733
2011-08-19,511840750
2011-08-20,515359467
2011-08-21,518427751
2011-08-22,521625475
2011-08-23,525182854
2011-08-24,528354263
2011-08-25,531581163
2011-08-26,534724566
2011-08-27,538126699
2011-08-28,541200069
2011-08-29,543617032
2011-08-30,547114997
2011-08-31,550277080
2011-09-01,553218074
2011-09-02,556227163
2011-09-03,559153078
2011-09-04,561603250
2011-09-05,567004277
2011-09-06,570071676
2011-09-07,573620142
2011-09-08,576623423
2011-09-09,579460650
2011-09-10,583347224
2011-09-11,586263691
2011-09-12,589295711
2011-09-13,592230594
2011-09-14,594950561
2011-09-15,597636238
2011-09-16,600509923
2011-09-17,603149877
2011-09-18,605370885
2011-09-19,607858109
2011-09-20,611022696
2011-09-21,615004926
2011-09-22,618786453
2011-09-23,621363069
2011-09-24,623976022
2011-09-25,626672511
2011-09-26,629347144
2011-09-27,631728530
2011-09-28,634370378
2011-09-29,636859080
2011-09-30,639034368
2011-10-01,641497560
2011-10-02,643826156
2011-10-03,645939644
2011-10-04,648576839
2011-10-05,651010310
2011-10-06,653486054
2011-10-07,656096428
2011-10-08,658569470
2011-10-09,660833866
2011-10-10,663173545
2011-10-11,665620763
2011-10-12,668361767
2011-10-13,670955282
2011-10-14,672989397
2011-10-15,675633955
2011-10-16,677952605
2011-10-17,680089625
2011-10-18,682860632
2011-10-19,685013448
2011-10-20,687139096
2011-10-21,689011963
2011-10-22,690975310
2011-10-23,693239459
2011-10-24,695531021
2011-10-25,697858786
2011-10-26,700036497
2011-10-27,702298577
2011-10-28,704329250
2011-10-29,706408913
2011-10-30,708942062
2011-10-31,710883249
2011-11-01,712985363
2011-11-02,715325063
2011-11-03,717758692
2011-11-04,720212105
2011-11-05,722901209
2011-11-06,725347540
2011-11-07,727292738
2011-11-08,729689433
2011-11-09,732360490
2011-11-10,735178647
2011-11-11,737970784
2011-11-12,740260906
2011-11-13,742277190
2011-11-14,744515129
2011-11-15,747033833
2011-11-16,749872999
2011-11-17,752479278
2011-11-18,754720093
2011-11-19,756975629
2011-11-20,758986223
2011-11-21,761340019
2011-11-22,763376698
2011-11-23,765703451
2011-11-24,767954683
2011-11-25,770218261
2011-11-26,772487372
2011-11-27,774544945
2011-11-28,776616718
2011-11-29,779170049
2011-11-30,782268005
2011-12-01,785540677
2011-12-02,788525961
2011-12-03,791129505
2011-12-04,793687973
2011-12-05,795918643
2011-12-06,798609224
2011-12-07,801969338
2011-12-08,804680914
2011-12-09,807458090
2011-12-10,809783603
2011-12-11,812204766
2011-12-12,814814699
2011-12-13,817257359
2011-12-14,819667110
2011-12-15,822080518
2011-12-16,824225741
2011-12-17,826412583
2011-12-18,828500974
2011-12-19,830485696
2011-12-20,833227217
2011-12-21,836640766
2011-12-22,839037176
2011-12-23,841646329
2011-12-24,843887824
2011-12-25,845828266
2011-12-26,848118673
2011-12-27,850534315
2011-12-28,852853711
2011-12-29,855127884
2011-12-30,857417552
2011-12-31,859510865
2012-01-01,861998723
2012-01-02,864640299
2012-01-03,867579577
2012-01-04,870447105
2012-01-05,873372029
2012-01-06,877043878
2012-01-07,880603774
2012-01-08,883779581
2012-01-09,887061949
2012-01-10,890527257
2012-01-11,894566038
2012-01-12,898780775
2012-01-13,901949678
2012-01-14,904929398
2012-01-15,908008862
2012-01-16,910842632
2012-01-17,914273887
2012-01-18,917460947
2012-01-19,920564542
2012-01-20,923739062
2012-01-21,926772848
2012-01-22,929731171
2012-01-23,932016122
2012-01-24,934874244
2012-01-25,938074795
2012-01-26,941802117
2012-01-27,944721660
2012-01-28,947706788
2012-01-29,950535536
2012-01-30,953504840
2012-01-31,956188467
2012-02-01,959541137
2012-02-02,962526381
2012-02-03,965893978
2012-02-04,969261792
2012-02-05,972529772
2012-02-06,975514836
2012-02-07,978316648
2012-02-08,981296793
2012-02-09,984393891
2012-02-10,987732196
2012-02-11,991639717
2012-02-12,995042565
2012-02-13,998142531
2012-02-14,1001823533
2012-02-15,1006295418
2012-02-16,1010403747
2012-02-17,1014678566
2012-02-18,1017530445
2012-02-19,1020274498
2012-02-20,1022874063
2012-02-21,1025657949
2012-02-22,1028533161
2012-02-23,1031637574
2012-02-24,1035501350
2012-02-25,1038759861
2012-02-26,1041699719
2012-02-27,1044390343
2012-02-28,1047468818
2012-02-29,1050534143
2012-03-01,1053645927
2012-03-02,1057039644
2012-03-03,1060850155
2012-03-04,1063150136
2012-03-05,1066013752
2012-03-06,1069551940
2012-03-07,1072758084
2012-03-08,1075723784
2012-03-09,1078798163
2012-03-10,1081976540
2012-03-11,1085107311
2012-03-12,1087526948
2012-03-13,1090656319
2012-03-14,1094558510
2012-03-15,1098164040
2012-03-16,1101157752
2012-03-17,1104202643
2012-03-18,1107367465
2012-03-19,1109982809
2012-03-20,1113059487
2012-03-21,1115987941
2012-03-22,1119150608
2012-03-23,1122146895
2012-03-24,1124812601
2012-03-25,1127533986
2012-03-26,1130374195
2012-03-27,1133658384
2012-03-28,1136640903
2012-03-29,1139895436
2012-03-30,1143354058
2012-03-31,1146493676
2012-04-01,1149305810
2012-04-02,1151929711
2012-04-03,1155025515
2012-04-04,1158586715
2012-04-05,1161834829
2012-04-06,1165451246
2012-04-07,1168761206
2012-04-08,1171491276
2012-04-09,1174135327
2012-04-10,1177129208
2012-04-11,1180816571
2012-04-12,1184699271
2012-04-13,1188282895
2012-04-14,1191642737
2012-04-15,1195136311
2012-04-16,1198277935
2012-04-17,1202330712
2012-04-18,1206325762
2012-04-19,1210584401
2012-04-20,1214235464
2012-04-21,1218561116
2012-04-22,1222031972
2012-04-23,1224943787
2012-04-24,1228413959
2012-04-25,1231843282
2012-04-26,1235301796
2012-04-27,1239612783
2012-04-28,1242885254
2012-04-29,1246213374
2012-04-30,1249656324
2012-05-01,1253800973
2012-05-02,1258657822
2012-05-03,1263376574
2012-05-04,1269471223
2012-05-05,1275973260
2012-05-06,1281488061
2012-05-07,1287187899
2012-05-08,1295413275
2012-05-09,1303065875
2012-05-10,1311149643
2012-05-11,1317301464
2012-05-12,1324950213
2012-05-13,1332873485
2012-05-14,1339528648
2012-05-15,1352024604
2012-05-16,1362453009
2012-05-17,1370575066
2012-05-18,1378651558
2012-05-19,1389559171
2012-05-20,1405884451
2012-05-21,1418661649
2012-05-22,1432649741
2012-05-23,1443276877
2012-05-24,1455066595
2012-05-25,1467176904
2012-05-26,1479858110
2012-05-27,1489621643
2012-05-28,1501304817
2012-05-29,1514610032
2012-05-30,1528120673
2012-05-31,1539684139
2012-06-01,1548942453
2012-06-02,1560888231
2012-06-03,1566795048
2012-06-04,1582001228
2012-06-05,1602195269
2012-06-06,1620347817
2012-06-07,1628194384
2012-06-08,1642577607
2012-06-09,1653950310
2012-06-10,1668376590
2012-06-11,1685154081
2012-06-12,1699510464
2012-06-13,1709075739
2012-06-14,1732637446
2012-06-15,1760747666
2012-06-16,1785631833
2012-06-17,1804923264
2012-06-18,1823587024
2012-06-19,1840613374
2012-06-20,1857579190
2012-06-21,1872968108
2012-06-22,1885498394
2012-06-23,1896189830
2012-06-24,1906824241
2012-06-25,1916999600
2012-06-26,1929950632
2012-06-27,1943088401
2012-06-28,1956387150
2012-06-29,1968426906
2012-06-30,1978058231
2012-07-01,1987327107
2012-07-02,1995577464
2012-07-03,2006214472
2012-07-04,2015387729
2012-07-05,2025573834
2012-07-06,2035582785
2012-07-07,2046238856
2012-07-08,2056946603
2012-07-09,2065717781
2012-07-10,2076978396
2012-07-11,2092266244
2012-07-12,2105942608
2012-07-13,2116709302
2012-07-14,2128243207
2012-07-15,2137908469
2012-07-16,2149448485
2012-07-17,2163712102
2012-07-18,2179373419
2012-07-19,2194443683
2012-07-20,2209114922
2012-07-21,2225431006
2012-07-22,2240427320
2012-07-23,2255158159
2012-07-24,2268340895
2012-07-25,2281016734
2012-07-26,2291998607
2012-07-27,2305263572
2012-07-28,2316536362
2012-07-29,2331035563
2012-07-30,2345553325
2012-07-31,2361342732
2012-08-01,2379648666
2012-08-02,2392730411
2012-08-03,2407014577
2012-08-04,2418621517
2012-08-05,2431639395
2012-08-06,2445459853
2012-08-07,2459700041
2012-08-08,2471210626
2012-08-09,2487427730
2012-08-10,2500955253
2012-08-11,2512269380
2012-08-12,2525332430
2012-08-13,2539773005
2012-08-14,2560070250
2012-08-15,2575157665
2012-08-16,2599310137
2012-08-17,2618629753
2012-08-18,2636223656
2012-08-19,2651234931
2012-08-20,2669375688
2012-08-21,2685490545
2012-08-22,2703405589
2012-08-23,2718146431
2012-08-24,2730808730
2012-08-25,2743694792
2012-08-26,2757290596
2012-08-27,2769546070
2012-08-28,2783604107
2012-08-29,2796214489
2012-08-30,2809888753
2012-08-31,2823932420
2012-09-01,2840948580
2012-09-02,2857314050
2012-09-03,2871352420
2012-09-04,2888108431
2012-09-05,2905403289
2012-09-06,2923428573
2012-09-07,2941160024
2012-09-08,2955284199
2012-09-09,2968581785
2012-09-10,2981670370
2012-09-11,2995791349
2012-09-12,3012261373
2012-09-13,3024017389
2012-09-14,3037070933
2012-09-15,3053409670
2012-09-16,3065161272
2012-09-17,3077915776
2012-09-18,3089048341
2012-09-19,3103005141
2012-09-20,3117000695
2012-09-21,3130205275
2012-09-22,3143730520
2012-09-23,3155151201
2012-09-24,3167934992
2012-09-25,3180935354
2012-09-26,3191588679
2012-09-27,3205498964
2012-09-28,3217768078
2012-09-29,3233161476
2012-09-30,3244130149
2012-10-01,3254438085
2012-10-02,3266717485
2012-10-03,3282071825
2012-10-04,3295837532
2012-10-05,3311741617
2012-10-06,3327077470
2012-10-07,3343025667
2012-10-08,3359058558
2012-10-09,3376262014
2012-10-10,3392674288
2012-10-11,3407011378
2012-10-12,3419218624
2012-10-13,3432667617
2012-10-14,3448018688
2012-10-15,3460961889
2012-10-16,3475895215
2012-10-17,3491529358
2012-10-18,3507748273
2012-10-19,3522044905
2012-10-20,3534922196
2012-10-21,3549336896
2012-10-22,3568060435
2012-10-23,3586901116
2012-10-24,3602549976
2012-10-25,3618233509
2012-10-26,3631039385
2012-10-27,3641809536
2012-10-28,3650137733
2012-10-29,3658743290
2012-10-30,3670426091
2012-10-31,3684514507
2012-11-01,3697350443
2012-11-02,3708603365
2012-11-03,3721750486
2012-11-04,3732937437
2012-11-05,3744450800
2012-11-06,3760022257
2012-11-07,3775073438
2012-11-08,3791428152
2012-11-09,3806526689
2012-11-10,3818198160
2012-11-11,3830893147
2012-11-12,3841439091
2012-11-13,3852531110
2012-11-14,3864477910
2012-11-15,3878364700
2012-11-16,3894598556
2012-11-17,3912790803
2012-11-18,3929443047
2012-11-19,3945002636
2012-11-20,3961392913
2012-11-21,3978376074
2012-11-22,3996517946
2012-11-23,4011051177
2012-11-24,4027279317
2012-11-25,4040781668
2012-11-26,4057893787
2012-11-27,4075278503
2012-11-28,4088271603
2012-11-29,4105642660
2012-11-30,4122680559
2012-12-01,4136405754
2012-12-02,4151467592
2012-12-03,4160984284
2012-12-04,4171739445
2012-12-05,4187598233
2012-12-06,4204149608
2012-12-07,4221316195
2012-12-08,4235989977
2012-12-09,4250172308
2012-12-10,4264999409
2012-12-11,4282072397
2012-12-12,4299257843
2012-12-13,4316829638
2012-12-14,4335786081
2012-12-15,4353523422
2012-12-16,4368376228
2012-12-17,4384491427
2012-12-18,4402462187
2012-12-19,4424787191
2012-12-20,4444716449
2012-12-21,4460801730
2012-12-22,4479994150
2012-12-23,4501021797
2012-12-24,4517852960
2012-12-25,4535422236
2012-12-26,4548543832
2012-12-27,4566424244
2012-12-28,4586837724
2012-12-29,4608505574
2012-12-30,4626576368
2012-12-31,4644761861
2013-01-01,4659172031
2013-01-02,4673914238
2013-01-03,4690857190
2013-01-04,4708881841
2013-01-05,4730229316
2013-01-06,4746954943
2013-01-07,4761615201
2013-01-08,4779733505
2013-01-09,4799448070
2013-01-10,4818909331
2013-01-11,4842693937
2013-01-12,4864775398
2013-01-13,4884749773
2013-01-14,4906630963
2013-01-15,4926084566
2013-01-16,4945780871
2013-01-17,4968854240
2013-01-18,4991476409
2013-01-19,5014204121
2013-01-20,5038282752
2013-01-21,5056610251
2013-01-22,5075148800
2013-01-23,5095505056
2013-01-24,5117875057
2013-01-25,5141242250
2013-01-26,5164048635
2013-01-27,5188017743
2013-01-28,5211876236
2013-01-29,5236964847
2013-01-30,5261537320
2013-01-31,5280885071
2013-02-01,5305318514
2013-02-02,5331111196
2013-02-03,5355582047
2013-02-04,5383026866
2013-02-05,5408389315
2013-02-06,5432203590
2013-02-07,5450917964
2013-02-08,5479059401
2013-02-09,5506052254
2013-02-10,5531598828
2013-02-11,5556286765
2013-02-12,5582735554
2013-02-13,5609538972
2013-02-14,5636563534
2013-02-15,5660461523
2013-02-16,5686143154
2013-02-17,5710283555
2013-02-18,5733857987
2013-02-19,5757194665
2013-02-20,5782278845
2013-02-21,5811444024
2013-02-22,5836421041
2013-02-23,5864810277
2013-02-24,5891618507
2013-02-25,5916432616
2013-02-26,5947354353
2013-02-27,5976048473
2013-02-28,6004370864
2013-03-01,6033538623
2013-03-02,6063455290
2013-03-03,6089591899
2013-03-04,6114410542
2013-03-05,6143849991
2013-03-06,6170988080
2013-03-07,6201158195
2013-03-08,6233785030
2013-03-09,6259495800
2013-03-10,6285851074
2013-03-11,6319555309
2013-03-12,6347736635
2013-03-13,6372217634
2013-03-14,6398467240
2013-03-15,6426612489
2013-03-16,6456407463
2013-03-17,6473621751
2013-03-18,6490574408
2013-03-19,6511196433
2013-03-20,6533593620
2013-03-21,6555543322
2013-03-22,6583428378
2013-03-23,6613369523
2013-03-24,6640257476
2013-03-25,6665440480
2013-03-26,6688960978
2013-03-27,6713836833
2013-03-28,6738676591
2013-03-29,6770800862
2013-03-30,6801513573
2013-03-31,6835291868
2013-04-01,6859382730
2013-04-02,6887050450
2013-04-03,6918724874
2013-04-04,6951617133
2013-04-05,6985100736
2013-04-06,7014988159
2013-04-07,7040966944
2013-04-08,7074623302
2013-04-09,7105144987
2013-04-10,7137152024
2013-04-11,7168976921
2013-04-12,7203784549
2013-04-13,7231694367
2013-04-14,7255795574
2013-04-15,7283332115
2013-04-16,7309750028
2013-04-17,7341345101
2013-04-18,7369504841
2013-04-19,7391411957
2013-04-20,7419946844
2013-04-21,7443710481
2013-04-22,7465558623
2013-04-23,7488112228
2013-04-24,7517522403
2013-04-25,7551577478
2013-04-26,7581392953
2013-04-27,7608504491
2013-04-28,7629647632
2013-04-29,7651612330
2013-04-30,7677893143
2013-05-01,7704318847
2013-05-02,7730399181
2013-05-03,7756570463
2013-05-04,7781432641
2013-05-05,7806714650
2013-05-06,7832030553
2013-05-07,7858696558
2013-05-08,7887865836
2013-05-09,7913673324
2013-05-10,7944855869
2013-05-11,7977640664
2013-05-12,8012515613
2013-05-13,8042749431
2013-05-14,8071950851
2013-05-15,8103405220
2013-05-16,8133706805
2013-05-17,8163585468
2013-05-18,8191749643
2013-05-19,8216706015
2013-05-20,8238506921
2013-05-21,8261850795
2013-05-22,8288157213
2013-05-23,8312986851
2013-05-24,8341299842
2013-05-25,8367867577
2013-05-26,8392322657
2013-05-27,8414043028
2013-05-28,8440520503
2013-05-29,8467728519
2013-05-30,8494389383
2013-05-31,8522078709
2013-06-01,8547967871
2013-06-02,8574367586
2013-06-03,8598695642
2013-06-04,8625729069
2013-06-05,8652980988
2013-06-06,8680388007
2013-06-07,8706329984
2013-06-08,8731349985
2013-06-09,8753283385
2013-06-10,8774767790
2013-06-11,8795560674
2013-06-12,8817421889
2013-06-13,8839132217
2013-06-14,8859639622
2013-06-15,8882618781
2013-06-16,8899398273
2013-06-17,8919248177
2013-06-18,8940335064
2013-06-19,8960926468
2013-06-20,8982756981
2013-06-21,9007738237
2013-06-22,9029461430
2013-06-23,9050132635
2013-06-24,9067635678
2013-06-25,9088132509
2013-06-26,9107984575
2013-06-27,9129686632
2013-06-28,9150497711
2013-06-29,9173649353
