Date,Velocity - Quarterly
2012-02-24,10.6227
2012-02-25,10.489
2012-02-26,10.3125
2012-02-27,9.86803
2012-02-28,9.43587
2012-02-29,8.63859
2012-03-01,8.46764
2012-03-02,7.84253
2012-03-03,7.49377
2012-03-04,7.24975
2012-03-05,6.96219
2012-03-06,6.13677
2012-03-07,5.51466
2012-03-08,5.01217
2012-03-09,4.88359
2012-03-10,4.81512
2012-03-11,4.75956
2012-03-12,4.71726
2012-03-13,4.74731
2012-03-14,4.74937
2012-03-15,4.76679
2012-03-16,4.76004
2012-03-17,4.77465
2012-03-18,4.7868
2012-03-19,4.76856
2012-03-20,4.7561
2012-03-21,4.74274
2012-03-22,4.74554
2012-03-23,4.81333
2012-03-24,4.8647
2012-03-25,4.91867
2012-03-26,4.8803
2012-03-27,4.86158
2012-03-28,4.89119
2012-03-29,4.90583
2012-03-30,5.01481
2012-03-31,5.08922
2012-04-01,5.14607
2012-04-02,5.18238
2012-04-03,5.22967
2012-04-04,5.27123
2012-04-05,5.27812
2012-04-06,5.31888
2012-04-07,5.33948
2012-04-08,5.34212
2012-04-09,5.42707
2012-04-10,5.57222
2012-04-11,5.61184
2012-04-12,5.75236
2012-04-13,5.83032
2012-04-14,5.88504
2012-04-15,5.96246
2012-04-16,6.05979
2012-04-17,6.18088
2012-04-18,6.26541
2012-04-19,6.33119
2012-04-20,6.36176
2012-04-21,6.64981
2012-04-22,6.75878
2012-04-23,6.81727
2012-04-24,6.86191
2012-04-25,6.8882
2012-04-26,6.95394
2012-04-27,7.11846
2012-04-28,7.24696
2012-04-29,7.30324
2012-04-30,7.37147
2012-05-01,7.44413
2012-05-02,7.51129
2012-05-03,7.58424
2012-05-04,7.67266
2012-05-05,7.75404
2012-05-06,7.84123
2012-05-07,7.8666
2012-05-08,8.0828
2012-05-09,8.47211
2012-05-10,8.69297
2012-05-11,8.79318
2012-05-12,8.9178
2012-05-13,9.23324
2012-05-14,9.30534
2012-05-15,9.41428
2012-05-16,9.7063
2012-05-17,9.88409
2012-05-18,10.1525
2012-05-19,10.2608
2012-05-20,10.3547
2012-05-21,10.5253
2012-05-22,10.9188
2012-05-23,11.2487
2012-05-24,11.3537
2012-05-25,11.4099
2012-05-26,11.6598
2012-05-27,12.1046
2012-05-28,12.2851
2012-05-29,12.4808
2012-05-30,12.7706
2012-05-31,12.9771
2012-06-01,13.4168
2012-06-02,13.659
2012-06-03,13.8066
2012-06-04,13.9566
2012-06-05,14.4318
2012-06-06,14.8382
2012-06-07,15.0378
2012-06-08,15.5018
2012-06-09,16.0255
2012-06-10,16.1172
2012-06-11,16.417
2012-06-12,16.6625
2012-06-13,16.8647
2012-06-14,17.0531
2012-06-15,17.5094
2012-06-16,17.8181
2012-06-17,18.1839
2012-06-18,18.2768
2012-06-19,18.4688
2012-06-20,18.6385
2012-06-21,18.709
2012-06-22,18.7175
2012-06-23,18.863
2012-06-24,19.1324
2012-06-25,19.2584
2012-06-26,19.3826
2012-06-27,19.4729
2012-06-28,19.5477
2012-06-29,19.8028
2012-06-30,19.9617
2012-07-01,20.0156
2012-07-02,20.0738
2012-07-03,20.0942
2012-07-04,20.1569
2012-07-05,20.2719
2012-07-06,20.4119
2012-07-07,20.5015
2012-07-08,20.7886
2012-07-09,20.6784
2012-07-10,20.8089
2012-07-11,20.8431
2012-07-12,20.8316
2012-07-13,20.8739
2012-07-14,21.0196
2012-07-15,21.1149
2012-07-16,21.0783
2012-07-17,21.1695
2012-07-18,21.303
2012-07-19,21.3799
2012-07-20,21.1907
2012-07-21,21.2161
2012-07-22,21.3596
2012-07-23,21.4406
2012-07-24,21.5719
2012-07-25,21.6298
2012-07-26,21.5165
2012-07-27,21.599
2012-07-28,21.7034
2012-07-29,21.7632
2012-07-30,21.7485
2012-07-31,21.7166
2012-08-01,21.9135
2012-08-02,21.9986
2012-08-03,22.0429
2012-08-04,22.0448
2012-08-05,22.114
2012-08-06,22.0621
2012-08-07,21.8514
2012-08-08,21.7944
2012-08-09,21.8258
2012-08-10,21.773
2012-08-11,21.6002
2012-08-12,21.6202
2012-08-13,21.5218
2012-08-14,21.2712
2012-08-15,21.0965
2012-08-16,20.8958
2012-08-17,20.92
2012-08-18,21.0573
2012-08-19,21.0541
2012-08-20,21.2391
2012-08-21,21.8077
2012-08-22,22.2064
2012-08-23,22.8406
2012-08-24,23.365
2012-08-25,23.9604
2012-08-26,24.1675
2012-08-27,24.2605
2012-08-28,24.6193
2012-08-29,25.1272
2012-08-30,26.002
2012-08-31,26.864
2012-09-01,27.6422
2012-09-02,28.2802
2012-09-03,28.312
2012-09-04,28.2617
2012-09-05,28.625
2012-09-06,29.0388
2012-09-07,30.7711
2012-09-08,32.3995
2012-09-09,32.7789
2012-09-10,32.8416
2012-09-11,34.6714
2012-09-12,36.2663
2012-09-13,36.893
2012-09-14,38.7635
2012-09-15,40.1298
2012-09-16,40.6918
2012-09-17,41.765
2012-09-18,42.8548
2012-09-19,43.9595
2012-09-20,46.9748
2012-09-21,48.3055
2012-09-22,50.5297
2012-09-23,51.7893
2012-09-24,52.3054
2012-09-25,52.8943
2012-09-26,52.8358
2012-09-27,52.6174
2012-09-28,52.458
2012-09-29,52.5521
2012-09-30,52.5055
2012-10-01,52.4873
2012-10-02,52.4675
2012-10-03,52.4038
2012-10-04,52.2989
2012-10-05,52.2497
2012-10-06,52.0666
2012-10-07,52.1381
2012-10-08,52.0685
2012-10-09,51.9832
2012-10-10,51.9662
2012-10-11,51.8738
2012-10-12,51.7118
2012-10-13,51.705
2012-10-14,51.7917
2012-10-15,51.6803
2012-10-16,51.5202
2012-10-17,51.5556
2012-10-18,51.7516
2012-10-19,51.873
2012-10-20,51.8576
2012-10-21,51.9016
2012-10-22,51.8839
2012-10-23,51.8955
2012-10-24,52.0237
2012-10-25,51.9326
2012-10-26,51.8306
2012-10-27,51.7248
2012-10-28,51.7366
2012-10-29,51.6881
2012-10-30,51.4494
2012-10-31,51.6115
2012-11-01,51.7715
2012-11-02,51.8503
2012-11-03,51.7533
2012-11-04,51.7147
2012-11-05,51.7119
2012-11-06,51.6919
2012-11-07,51.6818
2012-11-08,51.6838
2012-11-09,51.6059
2012-11-10,51.495
2012-11-11,51.3486
2012-11-12,51.1729
2012-11-13,51.0317
2012-11-14,50.918
2012-11-15,50.8255
2012-11-16,50.7672
2012-11-17,50.8883
2012-11-18,50.5095
2012-11-19,49.7609
2012-11-20,49.2956
2012-11-21,48.6969
2012-11-22,47.9745
2012-11-23,47.0867
2012-11-24,46.7467
2012-11-25,46.4971
2012-11-26,45.8993
2012-11-27,45.2326
2012-11-28,44.0491
2012-11-29,43.1105
2012-11-30,42.2666
2012-12-01,41.5314
2012-12-02,41.0641
2012-12-03,40.7774
2012-12-04,40.3329
2012-12-05,39.6789
2012-12-06,37.7898
2012-12-07,36.3943
2012-12-08,35.8582
2012-12-09,35.5847
2012-12-10,33.7116
2012-12-11,32.0659
2012-12-12,31.1312
2012-12-13,29.3436
2012-12-14,28.0213
2012-12-15,27.5861
2012-12-16,26.4613
2012-12-17,25.36
2012-12-18,24.2858
2012-12-19,21.5268
2012-12-20,20.1247
2012-12-21,17.7766
2012-12-22,16.5225
2012-12-23,15.938
2012-12-24,15.2682
2012-12-25,15.1812
2012-12-26,15.0793
2012-12-27,15.0092
2012-12-28,14.837
2012-12-29,14.8
2012-12-30,14.7578
2012-12-31,14.6652
2013-01-01,14.6123
2013-01-02,14.6343
2013-01-03,14.6781
2013-01-04,14.5983
2013-01-05,14.6264
2013-01-06,14.6472
2013-01-07,14.5834
2013-01-08,14.6115
2013-01-09,14.7249
2013-01-10,14.7495
2013-01-11,14.6267
2013-01-12,14.4936
2013-01-13,14.4485
2013-01-14,14.4112
2013-01-15,14.2952
2013-01-16,14.1648
2013-01-17,14.0365
2013-01-18,13.967
2013-01-19,13.8708
2013-01-20,13.7939
2013-01-21,13.6841
2013-01-22,13.5491
2013-01-23,13.5003
2013-01-24,13.5893
2013-01-25,13.6378
2013-01-26,13.6193
2013-01-27,13.6549
2013-01-28,13.6897
2013-01-29,13.4523
2013-01-30,13.3222
2013-01-31,13.3245
2013-02-01,13.3938
2013-02-02,13.3694
2013-02-03,13.2733
2013-02-04,13.1911
2013-02-05,13.1947
2013-02-06,13.2105
2013-02-07,13.2553
2013-02-08,13.339
2013-02-09,13.502
2013-02-10,13.6216
2013-02-11,13.6966
2013-02-12,13.7339
2013-02-13,13.7083
2013-02-14,13.5774
2013-02-15,13.3618
2013-02-16,13.2444
2013-02-17,13.1603
2013-02-18,13.1419
2013-02-19,13.0986
2013-02-20,13.1476
2013-02-21,13.1154
2013-02-22,13.1091
2013-02-23,13.1419
2013-02-24,13.175
2013-02-25,13.2261
2013-02-26,13.2624
2013-02-27,13.228
2013-02-28,13.2544
2013-03-01,13.3202
2013-03-02,13.4112
2013-03-03,13.4422
2013-03-04,13.3593
2013-03-05,13.2156
2013-03-06,13.1165
2013-03-07,13.0395
2013-03-08,12.9987
2013-03-09,13.0146
2013-03-10,12.9753
2013-03-11,12.9764
2013-03-12,12.9176
2013-03-13,12.7254
2013-03-14,12.5004
2013-03-15,12.3444
2013-03-16,12.6854
2013-03-17,12.7134
2013-03-18,12.6307
2013-03-19,12.7578
2013-03-20,12.8251
2013-03-21,12.8992
2013-03-22,12.9376
2013-03-23,12.9394
2013-03-24,12.9821
2013-03-25,12.9737
2013-03-26,13.054
2013-03-27,13.2006
2013-03-28,13.3317
2013-03-29,13.3959
2013-03-30,13.4314
2013-03-31,13.5257
2013-04-01,13.5305
2013-04-02,13.5155
2013-04-03,13.5793
2013-04-04,13.6287
2013-04-05,13.6241
2013-04-06,13.6108
2013-04-07,13.6256
2013-04-08,13.5669
2013-04-09,13.5098
2013-04-10,13.5652
2013-04-11,13.6813
2013-04-12,13.7749
2013-04-13,13.8458
2013-04-14,13.8734
2013-04-15,13.8417
2013-04-16,13.7271
2013-04-17,13.697
2013-04-18,13.6861
2013-04-19,14.0642
2013-04-20,14.0783
2013-04-21,14.0681
2013-04-22,14.0438
2013-04-23,14.0571
2013-04-24,13.9796
2013-04-25,14.0235
2013-04-26,14.0233
2013-04-27,14.0053
2013-04-28,13.9357
2013-04-29,13.829
2013-04-30,13.7763
2013-05-01,13.6242
2013-05-02,13.5938
2013-05-03,13.5134
2013-05-04,13.4557
2013-05-05,13.3766
2013-05-06,13.2391
2013-05-07,13.1338
2013-05-08,13.0528
2013-05-09,12.9611
2013-05-10,12.8202
2013-05-11,12.738
2013-05-12,12.6733
2013-05-13,12.6002
2013-05-14,12.5786
2013-05-15,12.5386
2013-05-16,12.4622
2013-05-17,12.4148
2013-05-18,12.3721
2013-05-19,12.3283
2013-05-20,12.254
2013-05-21,12.1688
2013-05-22,12.1151
2013-05-23,12.0759
2013-05-24,11.9993
2013-05-25,11.9513
2013-05-26,11.8548
2013-05-27,11.7183
2013-05-28,11.6337
2013-05-29,11.5568
2013-05-30,11.4853
2013-05-31,11.3871
2013-06-01,11.3145
2013-06-02,11.2713
2013-06-03,11.2127
2013-06-04,11.1116
2013-06-05,10.9502
2013-06-06,10.8637
2013-06-07,10.8187
2013-06-08,10.7846
2013-06-09,10.7065
2013-06-10,10.6725
2013-06-11,10.5791
2013-06-12,10.4933
2013-06-13,10.4328
2013-06-14,10.0041
2013-06-15,9.86466
2013-06-16,9.81518
2013-06-17,9.52493
2013-06-18,9.39716
2013-06-19,9.29001
2013-06-20,9.15197
2013-06-21,9.08986
2013-06-22,9.01828
2013-06-23,8.96529
2013-06-24,8.85511
2013-06-25,8.70408
2013-06-26,8.55818
2013-06-27,8.45276
2013-06-28,8.37001
2013-06-29,8.26656
2013-06-30,8.172
2013-07-01,8.07419
2013-07-02,7.92356
2013-07-03,7.77333
2013-07-04,7.63983
2013-07-05,7.5383
2013-07-06,7.51147
2013-07-07,7.47431
2013-07-08,7.39278
2013-07-09,7.26667
2013-07-10,7.1201
2013-07-11,7.00875
2013-07-12,6.94293
2013-07-13,6.91921
2013-07-14,6.91764
2013-07-15,6.87141
2013-07-16,6.77831
2013-07-17,6.70591
2013-07-18,6.28278
2013-07-19,6.21142
2013-07-20,6.18496
2013-07-21,6.1377
2013-07-22,6.03489
2013-07-23,5.97189
2013-07-24,5.86716
2013-07-25,5.80576
2013-07-26,5.77017
2013-07-27,5.77106
2013-07-28,5.75368
2013-07-29,5.64221
2013-07-30,5.61685
2013-07-31,5.58665
2013-08-01,5.58321
2013-08-02,5.6083
2013-08-03,5.64268
2013-08-04,5.64148
2013-08-05,5.61307
2013-08-06,5.59625
2013-08-07,5.58784
2013-08-08,5.59538
2013-08-09,5.57634
2013-08-10,5.56933
2013-08-11,5.56284
2013-08-12,5.50012
2013-08-13,5.5033
2013-08-14,5.5524
2013-08-15,5.60161
2013-08-16,5.59397
2013-08-17,5.62339
2013-08-18,5.67075
2013-08-19,5.69052
2013-08-20,5.72423
2013-08-21,5.74143
2013-08-22,5.79126
2013-08-23,5.79214
2013-08-24,5.79878
2013-08-25,5.8109
2013-08-26,5.798
2013-08-27,5.79495
2013-08-28,5.80353
2013-08-29,5.81861
2013-08-30,5.98332
2013-08-31,6.01047
2013-09-01,6.04507
2013-09-02,6.04396
2013-09-03,6.05899
2013-09-04,6.07812
2013-09-05,6.08713
2013-09-06,6.10286
2013-09-07,6.1304
2013-09-08,6.12083
2013-09-09,6.11105
2013-09-10,6.14688
2013-09-11,6.15026
2013-09-12,6.1651
2013-09-13,6.1649
2013-09-14,6.18094
2013-09-15,6.1812
2013-09-16,6.16379
2013-09-17,6.16522
2013-09-18,6.16784
2013-09-19,6.16734
2013-09-20,6.17933
2013-09-21,6.20064
2013-09-22,6.20839
2013-09-23,6.19474
2013-09-24,6.21753
2013-09-25,6.24034
2013-09-26,6.26296
2013-09-27,6.26387
2013-09-28,6.2762
2013-09-29,6.28426
2013-09-30,6.25555
2013-10-01,6.26115
2013-10-02,6.28175
2013-10-03,6.30721
2013-10-04,6.29366
2013-10-05,6.29814
2013-10-06,6.27756
2013-10-07,6.24052
2013-10-08,6.201
2013-10-09,6.16438
2013-10-10,6.1511
2013-10-11,6.12403
2013-10-12,6.11646
2013-10-13,6.12654
2013-10-14,6.12348
2013-10-15,6.11375
2013-10-16,6.10086
2013-10-17,6.09822
2013-10-18,6.10199
2013-10-19,6.13507
2013-10-20,6.177
2013-10-21,6.15654
2013-10-22,6.15799
2013-10-23,6.18044
2013-10-24,6.20019
2013-10-25,6.21723
2013-10-26,6.41343
2013-10-27,6.41275
2013-10-28,6.39338
2013-10-29,6.35789
2013-10-30,6.42532
2013-10-31,6.39029
2013-11-01,6.3642
2013-11-02,6.36054
2013-11-03,6.36648
2013-11-04,6.34454
2013-11-05,6.3612
2013-11-06,6.38365
2013-11-07,6.39976
2013-11-08,6.44804
2013-11-09,6.49325
2013-11-10,6.52839
2013-11-11,6.52036
2013-11-12,6.46988
2013-11-13,6.44909
2013-11-14,6.48664
2013-11-15,6.48921
2013-11-16,6.62086
2013-11-17,6.67285
2013-11-18,6.67563
2013-11-19,6.7856
2013-11-20,6.85094
2013-11-21,6.92135
2013-11-22,7.03656
2013-11-23,7.18372
2013-11-24,7.26051
2013-11-25,7.32394
2013-11-26,7.36755
2013-11-27,7.64696
2013-11-28,7.69006
2013-11-29,7.90325
2013-11-30,8.04223
2013-12-01,8.12404
2013-12-02,8.17405
2013-12-03,8.21544
2013-12-04,8.23316
2013-12-05,8.27639
2013-12-06,8.33484
2013-12-07,8.37802
2013-12-08,8.53434
2013-12-09,8.54593
2013-12-10,8.59025
2013-12-11,8.58934
2013-12-12,8.6181
2013-12-13,8.63633
2013-12-14,8.6625
2013-12-15,8.67706
2013-12-16,8.65533
2013-12-17,8.77389
2013-12-18,8.83299
2013-12-19,8.92418
2013-12-20,8.97358
2013-12-21,9.01314
2013-12-22,9.04769
2013-12-23,9.03789
2013-12-24,9.01583
2013-12-25,9.02481
2013-12-26,9.02439
2013-12-27,9.01589
2013-12-28,9.02208
2013-12-29,9.0208
2013-12-30,9.01891
2013-12-31,8.99248
2014-01-01,8.93388
2014-01-02,8.89623
2014-01-03,8.89096
2014-01-04,8.92321
2014-01-05,8.93899
2014-01-06,8.95201
2014-01-07,8.97282
2014-01-08,8.97158
2014-01-09,8.96965
2014-01-10,8.94952
2014-01-11,8.93482
2014-01-12,8.90875
2014-01-13,8.86338
2014-01-14,8.82745
2014-01-15,8.80257
2014-01-16,8.77796
2014-01-17,8.74863
2014-01-18,8.69711
2014-01-19,8.66681
2014-01-20,8.62431
2014-01-21,8.58586
2014-01-22,8.54483
2014-01-23,8.49829
2014-01-24,8.30736
2014-01-25,8.31188
2014-01-26,8.3029
2014-01-27,8.28159
2014-01-28,8.2152
2014-01-29,8.20429
2014-01-30,8.18817
2014-01-31,8.17718
2014-02-01,8.15368
2014-02-02,8.14139
2014-02-03,8.09643
2014-02-04,8.04295
2014-02-05,8.02814
2014-02-06,7.9955
2014-02-07,7.95496
2014-02-08,7.95391
2014-02-09,7.93222
2014-02-10,7.9087
2014-02-11,7.88191
2014-02-12,7.83132
2014-02-13,7.78509
2014-02-14,7.62611
2014-02-15,7.56415
2014-02-16,7.5452
2014-02-17,7.40656
2014-02-18,7.27342
2014-02-19,7.17715
2014-02-20,7.03144
2014-02-21,6.88384
2014-02-22,6.80193
2014-02-23,6.71006
2014-02-24,6.62413
2014-02-25,6.34615
2014-02-26,6.17623
2014-02-27,5.9552
2014-02-28,5.79282
2014-03-01,5.69135
2014-03-02,5.63434
2014-03-03,5.56063
2014-03-04,5.55381
2014-03-05,5.51723
2014-03-06,5.45115
2014-03-07,5.40668
2014-03-08,5.41769
2014-03-09,5.44708
2014-03-10,5.42164
2014-03-11,5.47407
2014-03-12,5.46185
2014-03-13,5.47255
2014-03-14,5.46055
2014-03-15,5.45753
2014-03-16,5.46645
2014-03-17,5.32616
2014-03-18,5.2443
2014-03-19,5.29785
2014-03-20,5.27292
2014-03-21,5.24956
2014-03-22,5.21739
2014-03-23,5.17551
2014-03-24,5.14422
2014-03-25,5.1154
2014-03-26,5.09833
2014-03-27,5.08739
2014-03-28,5.09994
2014-03-29,5.11584
2014-03-30,5.0797
2014-03-31,5.06122
2014-04-01,5.07895
2014-04-02,5.09044
2014-04-03,5.08841
2014-04-04,5.08047
2014-04-05,5.07973
2014-04-06,5.06237
2014-04-07,5.01671
2014-04-08,4.97878
2014-04-09,4.95226
2014-04-10,4.95033
2014-04-11,4.97299
2014-04-12,4.99642
2014-04-13,4.99466
2014-04-14,4.98256
2014-04-15,4.97158
2014-04-16,4.97577
2014-04-17,4.9894
2014-04-18,5.01966
2014-04-19,5.05078
2014-04-20,5.03971
2014-04-21,5.00996
2014-04-22,5.01719
2014-04-23,5.04693
2014-04-24,5.05796
2014-04-25,5.03005
2014-04-26,5.03773
2014-04-27,5.03031
2014-04-28,4.98028
2014-04-29,4.97546
2014-04-30,4.97998
2014-05-01,4.97576
2014-05-02,4.977
2014-05-03,4.99151
2014-05-04,4.99645
2014-05-05,4.99177
2014-05-06,4.97624
2014-05-07,4.9599
2014-05-08,4.97832
2014-05-09,5.01386
2014-05-10,5.06642
2014-05-11,5.07829
2014-05-12,5.0491
2014-05-13,5.03617
2014-05-14,5.03961
2014-05-15,5.04368
2014-05-16,5.05001
2014-05-17,5.02335
2014-05-18,5.0106
2014-05-19,4.99185
2014-05-20,4.99195
2014-05-21,5.0705
2014-05-22,5.08287
2014-05-23,5.10168
2014-05-24,5.16771
2014-05-25,5.20484
2014-05-26,5.20595
2014-05-27,5.17874
2014-05-28,5.19769
2014-05-29,5.2189
2014-05-30,5.2205
2014-05-31,5.22897
2014-06-01,5.22901
2014-06-02,5.20102
2014-06-03,5.19656
2014-06-04,5.20876
2014-06-05,5.2423
2014-06-06,5.12021
2014-06-07,5.07345
2014-06-08,5.04966
2014-06-09,4.98721
2014-06-10,4.93895
2014-06-11,4.90295
2014-06-12,4.88133
2014-06-13,4.91991
2014-06-14,4.92911
2014-06-15,4.93287
2014-06-16,4.92631
2014-06-17,4.77132
2014-06-18,4.72384
2014-06-19,4.71073
2014-06-20,4.72097
2014-06-21,4.72979
2014-06-22,4.7366
2014-06-23,4.72534
2014-06-24,4.73006
2014-06-25,4.75448
2014-06-26,4.72797
2014-06-27,4.70523
2014-06-28,4.70851
2014-06-29,4.68788
2014-06-30,4.65741
2014-07-01,4.65625
2014-07-02,4.66596
2014-07-03,4.67461
2014-07-04,4.66749
2014-07-05,4.64085
2014-07-06,4.63711
2014-07-07,4.62817
2014-07-08,4.62841
2014-07-09,4.6092
2014-07-10,4.57818
2014-07-11,4.55744
2014-07-12,4.55779
2014-07-13,4.56063
2014-07-14,4.54829
2014-07-15,4.53376
2014-07-16,4.516
2014-07-17,4.49579
2014-07-18,4.47169
2014-07-19,4.47405
2014-07-20,4.4635
2014-07-21,4.42864
2014-07-22,4.3928
2014-07-23,4.36982
2014-07-24,4.36703
2014-07-25,4.36383
2014-07-26,4.37506
2014-07-27,4.37431
2014-07-28,4.34819
2014-07-29,4.3412
2014-07-30,4.3413
2014-07-31,4.33733
2014-08-01,4.31768
2014-08-02,4.30854
2014-08-03,4.30314
2014-08-04,4.2879
2014-08-05,4.26812
2014-08-06,4.24956
2014-08-07,4.17786
2014-08-08,4.11484
2014-08-09,4.08868
2014-08-10,4.0804
2014-08-11,4.06607
2014-08-12,4.05462
2014-08-13,4.05537
2014-08-14,4.04361
2014-08-15,4.05238
2014-08-16,4.07107
2014-08-17,4.09908
2014-08-18,4.09783
2014-08-19,4.05799
2014-08-20,4.04824
2014-08-21,4.03047
2014-08-22,3.99188
2014-08-23,4.16225
2014-08-24,4.15236
2014-08-25,4.1256
2014-08-26,4.1259
2014-08-27,4.19213
2014-08-28,4.25058
2014-08-29,4.23345
2014-08-30,4.2338
2014-08-31,4.22004
2014-09-01,4.18627
2014-09-02,4.17132
2014-09-03,4.13293
2014-09-04,4.09797
2014-09-05,4.05265
2014-09-06,4.04343
2014-09-07,4.00748
2014-09-08,4.00569
2014-09-09,3.99684
2014-09-10,3.9948
2014-09-11,3.94608
2014-09-12,3.92351
2014-09-13,3.92178
2014-09-14,3.90843
2014-09-15,3.8823
2014-09-16,3.87902
2014-09-17,3.87075
2014-09-18,3.84926
2014-09-19,3.85896
2014-09-20,3.8772
2014-09-21,3.89265
2014-09-22,3.90219
2014-09-23,3.87762
2014-09-24,3.90094
2014-09-25,3.92667
2014-09-26,3.94051
2014-09-27,3.9556
2014-09-28,3.96511
2014-09-29,3.94773
2014-09-30,3.93378
2014-10-01,3.9124
2014-10-02,3.92014
2014-10-03,3.93462
2014-10-04,3.95736
2014-10-05,3.9764
2014-10-06,4.00911
2014-10-07,4.06618
2014-10-08,4.09141
2014-10-09,4.12133
2014-10-10,4.16057
2014-10-11,4.19812
2014-10-12,4.20553
2014-10-13,4.20142
2014-10-14,4.21526
2014-10-15,4.23802
2014-10-16,4.29026
2014-10-17,4.33023
2014-10-18,4.37355
2014-10-19,4.39497
2014-10-20,4.39564
2014-10-21,4.42803
2014-10-22,4.43931
2014-10-23,4.46212
2014-10-24,4.50501
2014-10-25,4.5406
2014-10-26,4.58033
2014-10-27,4.60793
2014-10-28,4.64932
2014-10-29,4.68073
2014-10-30,4.70701
2014-10-31,4.72449
2014-11-01,4.7884
2014-11-02,4.8127
2014-11-03,4.81536
2014-11-04,4.84719
2014-11-05,4.89857
2014-11-06,4.93599
2014-11-07,4.9669
2014-11-08,4.99978
2014-11-09,5.01331
2014-11-10,5.01194
2014-11-11,5.02457
2014-11-12,5.02334
2014-11-13,5.05262
2014-11-14,5.1126
2014-11-15,5.13335
2014-11-16,5.152
2014-11-17,5.13125
2014-11-18,5.14483
2014-11-19,5.17527
2014-11-20,5.18977
2014-11-21,5.02787
2014-11-22,5.07136
2014-11-23,5.09693
2014-11-24,5.06894
2014-11-25,4.99652
2014-11-26,4.95873
2014-11-27,4.9827
2014-11-28,5.00943
2014-11-29,5.06491
2014-11-30,5.09561
2014-12-01,5.11752
2014-12-02,5.16988
2014-12-03,5.23518
2014-12-04,5.28789
2014-12-05,5.32922
2014-12-06,5.38943
2014-12-07,5.40522
2014-12-08,5.42744
2014-12-09,5.50985
2014-12-10,5.55767
2014-12-11,5.62083
2014-12-12,5.64633
2014-12-13,5.69208
2014-12-14,5.71357
2014-12-15,5.72545
2014-12-16,5.75534
2014-12-17,5.79347
2014-12-18,5.82247
2014-12-19,5.8524
2014-12-20,5.8605
2014-12-21,5.8539
2014-12-22,5.88409
2014-12-23,5.89478
2014-12-24,5.92373
2014-12-25,5.92667
2014-12-26,5.9477
2014-12-27,5.96149
2014-12-28,5.97385
2014-12-29,5.96995
2014-12-30,5.97923
2014-12-31,6.00449
2015-01-01,6.02809
2015-01-02,6.00811
2015-01-03,6.01388
2015-01-04,6.00944
2015-01-05,6.00162
2015-01-06,6.02266
2015-01-07,6.04136
2015-01-08,6.06241
2015-01-09,6.0906
2015-01-10,6.1386
2015-01-11,6.17272
2015-01-12,6.20451
2015-01-13,6.21249
2015-01-14,6.25377
2015-01-15,6.35333
2015-01-16,6.47144
2015-01-17,6.56858
2015-01-18,6.61261
2015-01-19,6.62207
2015-01-20,6.65241
2015-01-21,6.69234
2015-01-22,6.71291
2015-01-23,6.74117
2015-01-24,6.75646
2015-01-25,6.77703
2015-01-26,6.76473
2015-01-27,6.85693
2015-01-28,6.87976
2015-01-29,6.89456
2015-01-30,6.87176
2015-01-31,6.87928
2015-02-01,6.89965
2015-02-02,6.87321
2015-02-03,6.86161
2015-02-04,6.88453
2015-02-05,6.91239
2015-02-06,6.94175
2015-02-07,6.9654
2015-02-08,6.97025
2015-02-09,6.94619
2015-02-10,6.95785
2015-02-11,6.93024
2015-02-12,6.87818
2015-02-13,6.86084
2015-02-14,6.8766
2015-02-15,6.87495
2015-02-16,6.86446
2015-02-17,6.84311
2015-02-18,6.82851
2015-02-19,6.81497
2015-02-20,6.7696
2015-02-21,6.76918
2015-02-22,6.7668
2015-02-23,6.74052
2015-02-24,6.73436
2015-02-25,6.70688
2015-02-26,6.69293
2015-02-27,6.67887
2015-02-28,6.71353
2015-03-01,6.68433
2015-03-02,6.68316
2015-03-03,6.7196
2015-03-04,6.71086
2015-03-05,6.69547
2015-03-06,6.68909
2015-03-07,6.70288
2015-03-08,6.7254
2015-03-09,6.76678
2015-03-10,6.76539
2015-03-11,6.74685
2015-03-12,6.75045
2015-03-13,6.75483
2015-03-14,6.77112
2015-03-15,6.78202
2015-03-16,6.75802
2015-03-17,6.7534
2015-03-18,6.72727
2015-03-19,6.754
2015-03-20,6.76706
2015-03-21,6.77256
2015-03-22,6.7486
2015-03-23,6.71134
2015-03-24,6.67997
2015-03-25,6.69374
2015-03-26,6.70698
2015-03-27,6.72495
2015-03-28,6.74593
2015-03-29,6.74085
2015-03-30,6.723
2015-03-31,6.70454
2015-04-01,6.69559
2015-04-02,6.73776
2015-04-03,6.73758
2015-04-04,6.72699
2015-04-05,6.67999
2015-04-06,6.63027
2015-04-07,6.59579
2015-04-08,6.56243
2015-04-09,6.52613
2015-04-10,6.49764
2015-04-11,6.4981
2015-04-12,6.45325
2015-04-13,6.41275
2015-04-14,6.35319
2015-04-15,6.24617
2015-04-16,6.12205
2015-04-17,6.06345
2015-04-18,6.06562
2015-04-19,6.04903
2015-04-20,6.05155
2015-04-21,6.03851
2015-04-22,6.02722
2015-04-23,6.03226
2015-04-24,6.03916
2015-04-25,6.04067
2015-04-26,6.04051
2015-04-27,5.96803
2015-04-28,5.97812
2015-04-29,6.00416
2015-04-30,6.02298
2015-05-01,6.04265
2015-05-02,6.07368
2015-05-03,6.07628
2015-05-04,6.05975
2015-05-05,6.05652
2015-05-06,6.0569
2015-05-07,6.04976
