Date,Quarterly Hash Growth
2012-03-30,29.4615
2012-03-31,33.5897
2012-04-01,36.2087
2012-04-02,39.2754
2012-04-03,34.3296
2012-04-04,33.6639
2012-04-05,32.3641
2012-04-06,25.6999
2012-04-07,19.7105
2012-04-08,12.2556
2012-04-09,10.7253
2012-04-10,15.0323
2012-04-11,15.1389
2012-04-12,13.6641
2012-04-13,16.3501
2012-04-14,16.568
2012-04-15,19.9821
2012-04-16,13.0231
2012-04-17,11.2724
2012-04-18,11.9393
2012-04-19,10.6146
2012-04-20,13.6012
2012-04-21,15.9018
2012-04-22,17.3362
2012-04-23,20.9466
2012-04-24,20.4895
2012-04-25,17.8541
2012-04-26,18.129
2012-04-27,17.7379
2012-04-28,16.0417
2012-04-29,11.6101
2012-04-30,14.9755
2012-05-01,17.893
2012-05-02,21.4842
2012-05-03,20.953
2012-05-04,18.5288
2012-05-05,19.0264
2012-05-06,22.4739
2012-05-07,22.9106
2012-05-08,22.5688
2012-05-09,21.8533
2012-05-10,26.8918
2012-05-11,27.4178
2012-05-12,28.6659
2012-05-13,24.5057
2012-05-14,25.2736
2012-05-15,24.0353
2012-05-16,22.4862
2012-05-17,17.6566
2012-05-18,14.3991
2012-05-19,12.3519
2012-05-20,14.9621
2012-05-21,14.4211
2012-05-22,13.865
2012-05-23,9.38037
2012-05-24,7.62044
2012-05-25,7.81178
2012-05-26,4.41113
2012-05-27,2.98136
2012-05-28,2.57168
2012-05-29,0.186127
2012-05-30,-1.5233
2012-05-31,-1.29747
2012-06-01,0.35332
2012-06-02,7.70077
2012-06-03,9.76097
2012-06-04,8.72728
2012-06-05,11.2856
2012-06-06,14.8403
2012-06-07,15.2155
2012-06-08,11.3696
2012-06-09,4.74551
2012-06-10,6.06107
2012-06-11,5.19705
2012-06-12,1.49109
2012-06-13,3.88485
2012-06-14,6.96571
2012-06-15,10.2356
2012-06-16,11.5186
2012-06-17,7.30141
2012-06-18,9.44868
2012-06-19,12.9771
2012-06-20,9.84342
2012-06-21,6.92461
2012-06-22,8.85502
2012-06-23,6.63072
2012-06-24,9.14888
2012-06-25,6.30934
2012-06-26,6.01582
2012-06-27,8.31288
2012-06-28,10.7345
2012-06-29,6.75939
2012-06-30,7.53065
2012-07-01,4.50036
2012-07-02,8.06389
2012-07-03,9.01328
2012-07-04,10.3178
2012-07-05,11.8629
2012-07-06,14.9932
2012-07-07,21.4847
2012-07-08,24.6341
2012-07-09,22.1686
2012-07-10,21.8637
2012-07-11,20.4979
2012-07-12,17.957
2012-07-13,20.692
2012-07-14,20.8545
2012-07-15,26.3672
2012-07-16,24.9039
2012-07-17,25.5752
2012-07-18,31.7464
2012-07-19,31.2231
2012-07-20,26.3367
2012-07-21,23.822
2012-07-22,18.6465
2012-07-23,23.1975
2012-07-24,22.8586
2012-07-25,21.9308
2012-07-26,22.7635
2012-07-27,30.0045
2012-07-28,34.8288
2012-07-29,32.0517
2012-07-30,28.7037
2012-07-31,31.4194
2012-08-01,27.3173
2012-08-02,26.3797
2012-08-03,24.7087
2012-08-04,22.9705
2012-08-05,26.4344
2012-08-06,25.8782
2012-08-07,20.9739
2012-08-08,20.691
2012-08-09,25.2634
2012-08-10,25.486
2012-08-11,26.9446
2012-08-12,28.6908
2012-08-13,33.6186
2012-08-14,40.6672
2012-08-15,48.091
2012-08-16,51.9388
2012-08-17,51.0531
2012-08-18,46.7345
2012-08-19,46.3498
2012-08-20,51.5497
2012-08-21,55.9924
2012-08-22,56.6655
2012-08-23,55.3639
2012-08-24,62.9003
2012-08-25,67.8718
2012-08-26,66.7369
2012-08-27,68.4169
2012-08-28,66.4942
2012-08-29,67.6656
2012-08-30,69.8659
2012-08-31,65.4589
2012-09-01,63.5918
2012-09-02,68.0925
2012-09-03,63.6726
2012-09-04,62.1317
2012-09-05,59.0503
2012-09-06,60.7431
2012-09-07,67.6337
2012-09-08,72.6198
2012-09-09,70.5179
2012-09-10,74.735
2012-09-11,74.6199
2012-09-12,76.2613
2012-09-13,72.2154
2012-09-14,63.0381
2012-09-15,64.3534
2012-09-16,64.5001
2012-09-17,59.646
2012-09-18,63.7109
2012-09-19,65.8741
2012-09-20,66.2415
2012-09-21,72.4201
2012-09-22,71.5879
2012-09-23,78.4251
2012-09-24,80.6611
2012-09-25,77.3178
2012-09-26,71.3359
2012-09-27,71.0104
2012-09-28,71.13
2012-09-29,74.7381
2012-09-30,74.6429
2012-10-01,75.1475
2012-10-02,69.7443
2012-10-03,72.683
2012-10-04,71.4589
2012-10-05,66.2187
2012-10-06,58.6127
2012-10-07,56.2838
2012-10-08,50.5365
2012-10-09,60.5133
2012-10-10,63.7607
2012-10-11,65.4488
2012-10-12,65.3536
2012-10-13,68.2344
2012-10-14,69.1451
2012-10-15,71.5761
2012-10-16,64.8425
2012-10-17,62.4024
2012-10-18,62.33
2012-10-19,66.2633
2012-10-20,65.7878
2012-10-21,63.7532
2012-10-22,69.1767
2012-10-23,69.2209
2012-10-24,64.4549
2012-10-25,62.3161
2012-10-26,55.8237
2012-10-27,58.5708
2012-10-28,59.5053
2012-10-29,53.2962
2012-10-30,57.6611
2012-10-31,62.9742
2012-11-01,60.4039
2012-11-02,61.1922
2012-11-03,57.253
2012-11-04,56.6429
2012-11-05,62.5593
2012-11-06,57.6512
2012-11-07,51.8428
2012-11-08,53.0734
2012-11-09,56.4433
2012-11-10,56.0651
2012-11-11,51.3741
2012-11-12,45.8191
2012-11-13,41.6913
2012-11-14,41.1185
2012-11-15,40.0971
2012-11-16,38.8769
2012-11-17,38.9592
2012-11-18,35.9044
2012-11-19,34.4581
2012-11-20,34.4593
2012-11-21,36.7247
2012-11-22,36.6193
2012-11-23,36.5008
2012-11-24,38.58
2012-11-25,37.9634
2012-11-26,39.4506
2012-11-27,41.9346
2012-11-28,38.7275
2012-11-29,41.0109
2012-11-30,43.342
2012-12-01,35.8896
2012-12-02,40.2541
2012-12-03,38.7142
2012-12-04,37.1769
2012-12-05,31.1187
2012-12-06,20.9749
2012-12-07,12.916
2012-12-08,13.4801
2012-12-09,8.98575
2012-12-10,6.23007
2012-12-11,4.8184
2012-12-12,8.99331
2012-12-13,13.8966
2012-12-14,13.4982
2012-12-15,10.5386
2012-12-16,7.3626
2012-12-17,3.48427
2012-12-18,0.354064
2012-12-19,-1.37
2012-12-20,-2.82058
2012-12-21,-7.10341
2012-12-22,-6.77981
2012-12-23,-3.35333
2012-12-24,-1.7161
2012-12-25,-0.273758
2012-12-26,-0.290558
2012-12-27,-1.76248
2012-12-28,2.77491
2012-12-29,4.28352
2012-12-30,1.38293
2012-12-31,6.25443
2013-01-01,6.40603
2013-01-02,8.34626
2013-01-03,10.4567
2013-01-04,12.4509
2013-01-05,11.126
2013-01-06,13.6627
2013-01-07,5.30085
2013-01-08,5.73878
2013-01-09,2.44606
2013-01-10,0.674843
2013-01-11,-0.746998
2013-01-12,-2.47976
2013-01-13,-3.42096
2013-01-14,-2.56589
2013-01-15,-3.56969
2013-01-16,-4.23092
2013-01-17,-5.94612
2013-01-18,-8.44177
2013-01-19,-8.98969
2013-01-20,-8.78182
2013-01-21,-8.13531
2013-01-22,-8.46954
2013-01-23,-7.90155
2013-01-24,-8.27532
2013-01-25,-7.73425
2013-01-26,-8.7665
2013-01-27,-10.2877
2013-01-28,-10.5749
2013-01-29,-12.2363
2013-01-30,-11.6491
2013-01-31,-9.68351
2013-02-01,-5.59086
2013-02-02,-3.17591
2013-02-03,-3.68833
2013-02-04,-0.822377
2013-02-05,1.44844
2013-02-06,2.45304
2013-02-07,1.48771
2013-02-08,-1.32849
2013-02-09,0.520622
2013-02-10,1.88764
2013-02-11,3.68418
2013-02-12,3.90249
2013-02-13,2.3237
2013-02-14,6.3533
2013-02-15,6.49971
2013-02-16,9.41265
2013-02-17,13.7655
2013-02-18,14.8021
2013-02-19,15.9842
2013-02-20,18.6258
2013-02-21,21.9019
2013-02-22,24.02
2013-02-23,23.6919
2013-02-24,23.1175
2013-02-25,20.1747
2013-02-26,24.1829
2013-02-27,22.0946
2013-02-28,19.3106
2013-03-01,22.4154
2013-03-02,21.4153
2013-03-03,22.3504
2013-03-04,27.1355
2013-03-05,32.5114
2013-03-06,39.3981
2013-03-07,42.7971
2013-03-08,44.798
2013-03-09,50.4178
2013-03-10,56.5709
2013-03-11,60.849
2013-03-12,53.7883
2013-03-13,52.3621
2013-03-14,54.047
2013-03-15,63.7494
2013-03-16,72.7271
2013-03-17,79.8821
2013-03-18,89.0151
2013-03-19,100.347
2013-03-20,105.609
2013-03-21,123.636
2013-03-22,124.958
2013-03-23,124.819
2013-03-24,128.749
2013-03-25,137.519
2013-03-26,139.196
2013-03-27,146.921
2013-03-28,134.025
2013-03-29,133.315
2013-03-30,141.524
2013-03-31,138.564
2013-04-01,132.521
2013-04-02,138.904
2013-04-03,145.204
2013-04-04,152.557
2013-04-05,150.507
2013-04-06,152.642
2013-04-07,160.467
2013-04-08,161.989
2013-04-09,161.859
2013-04-10,169.045
2013-04-11,178.828
2013-04-12,192.124
2013-04-13,198.183
2013-04-14,199.178
2013-04-15,195.471
2013-04-16,201.588
2013-04-17,201.517
2013-04-18,216.069
2013-04-19,217.802
2013-04-20,203.595
2013-04-21,207.928
2013-04-22,230.347
2013-04-23,225.939
2013-04-24,236.722
2013-04-25,222.766
2013-04-26,228.664
2013-04-27,242.797
2013-04-28,237.836
2013-04-29,237.305
2013-04-30,243.338
2013-05-01,234.375
2013-05-02,225.158
2013-05-03,216.322
2013-05-04,212.471
2013-05-05,211.233
2013-05-06,208.812
2013-05-07,205.115
2013-05-08,208.467
2013-05-09,218.657
2013-05-10,221.98
2013-05-11,230.674
2013-05-12,239.625
2013-05-13,242.497
2013-05-14,259.546
2013-05-15,252.058
2013-05-16,250.621
2013-05-17,241.809
2013-05-18,229.932
2013-05-19,218.022
2013-05-20,209.158
2013-05-21,187.138
2013-05-22,176.428
2013-05-23,170.865
2013-05-24,175.39
2013-05-25,178.732
2013-05-26,189.587
2013-05-27,184.449
2013-05-28,198.568
2013-05-29,203.716
2013-05-30,212.358
2013-05-31,214.442
2013-06-01,217.252
2013-06-02,220.664
2013-06-03,227.69
2013-06-04,236.914
2013-06-05,253.186
2013-06-06,264.261
2013-06-07,275.132
2013-06-08,274.978
2013-06-09,272.491
2013-06-10,278.707
2013-06-11,282.628
2013-06-12,286.422
2013-06-13,279.435
2013-06-14,271.139
2013-06-15,269.035
2013-06-16,252.581
2013-06-17,259.086
2013-06-18,246.523
2013-06-19,226.469
2013-06-20,208.754
2013-06-21,197.314
2013-06-22,194.951
2013-06-23,194.395
2013-06-24,187.352
2013-06-25,181.464
2013-06-26,191.269
2013-06-27,194.779
2013-06-28,195.961
2013-06-29,192.105
2013-06-30,199.979
2013-07-01,187.168
2013-07-02,185.586
2013-07-03,178.498
2013-07-04,191.71
2013-07-05,193.563
2013-07-06,198.71
2013-07-07,198.774
2013-07-08,212.127
2013-07-09,215.842
2013-07-10,213.043
2013-07-11,219.307
2013-07-12,226.633
2013-07-13,226.199
2013-07-14,230.56
2013-07-15,233.899
2013-07-16,235.755
2013-07-17,236.975
2013-07-18,230.531
2013-07-19,230.352
2013-07-20,231.565
2013-07-21,225.502
2013-07-22,228.909
2013-07-23,232.685
2013-07-24,236.598
2013-07-25,230.646
2013-07-26,224.307
2013-07-27,232.609
2013-07-28,239.986
2013-07-29,234.315
2013-07-30,238.385
2013-07-31,252.778
2013-08-01,268.689
2013-08-02,283.727
2013-08-03,281.724
2013-08-04,285.659
2013-08-05,295.139
2013-08-06,302.003
2013-08-07,305.449
2013-08-08,303.601
2013-08-09,309.677
2013-08-10,312.539
2013-08-11,317.495
2013-08-12,319.43
2013-08-13,326.538
2013-08-14,347.25
2013-08-15,359.937
2013-08-16,365.248
2013-08-17,381.749
2013-08-18,401.956
2013-08-19,439.049
2013-08-20,448.527
2013-08-21,443.719
2013-08-22,442.4
2013-08-23,457.67
2013-08-24,453.943
2013-08-25,462.385
2013-08-26,433.705
2013-08-27,438.756
2013-08-28,437.751
2013-08-29,441.382
2013-08-30,442.584
2013-08-31,444.953
2013-09-01,446.547
2013-09-02,460.071
2013-09-03,456.913
2013-09-04,439.764
2013-09-05,434.003
2013-09-06,439.847
2013-09-07,446.987
2013-09-08,434.145
2013-09-09,425.861
2013-09-10,438.217
2013-09-11,449.868
2013-09-12,464.227
2013-09-13,470.735
2013-09-14,482.806
2013-09-15,509.678
2013-09-16,539.508
2013-09-17,541.185
2013-09-18,575.98
2013-09-19,579.376
2013-09-20,578.86
2013-09-21,578.919
2013-09-22,575.865
2013-09-23,584.527
2013-09-24,603.493
2013-09-25,596.925
2013-09-26,643.051
2013-09-27,654.507
2013-09-28,665.306
2013-09-29,685.125
2013-09-30,680.421
2013-10-01,675.392
2013-10-02,673.738
2013-10-03,655.219
2013-10-04,656.1
2013-10-05,645.792
2013-10-06,649.639
2013-10-07,665.05
2013-10-08,665.222
2013-10-09,643.66
2013-10-10,635.534
2013-10-11,656.691
2013-10-12,681.312
2013-10-13,693.711
2013-10-14,710.979
2013-10-15,759.584
2013-10-16,828.322
2013-10-17,913.26
2013-10-18,925.846
2013-10-19,953.206
2013-10-20,989.774
2013-10-21,995.838
2013-10-22,1019.66
2013-10-23,1063.62
2013-10-24,1060.22
2013-10-25,1075.63
2013-10-26,1081.93
2013-10-27,1113
2013-10-28,1146.11
2013-10-29,1119.59
2013-10-30,1080.74
2013-10-31,1095.07
2013-11-01,1131.14
2013-11-02,1155.13
2013-11-03,1130.79
2013-11-04,1100.11
2013-11-05,1092.17
2013-11-06,1123.32
2013-11-07,1083.52
2013-11-08,1034.3
2013-11-09,975.412
2013-11-10,940.366
2013-11-11,943.774
2013-11-12,937.283
2013-11-13,932.696
2013-11-14,919.738
2013-11-15,931.998
2013-11-16,928.312
2013-11-17,936.612
2013-11-18,962.58
2013-11-19,955.935
2013-11-20,925.927
2013-11-21,911.348
2013-11-22,887.501
2013-11-23,882.645
2013-11-24,887.95
2013-11-25,847.159
2013-11-26,842.556
2013-11-27,819.504
2013-11-28,809.432
2013-11-29,793.356
2013-11-30,786.298
2013-12-01,763.895
2013-12-02,772.281
2013-12-03,764.489
2013-12-04,788.668
2013-12-05,776.253
2013-12-06,763.62
2013-12-07,806.211
2013-12-08,827.873
2013-12-09,796.079
2013-12-10,774.953
2013-12-11,779.316
2013-12-12,781.912
2013-12-13,793.507
2013-12-14,717.497
2013-12-15,707.583
2013-12-16,726.657
2013-12-17,747.73
2013-12-18,747.616
2013-12-19,752.217
2013-12-20,763.527
2013-12-21,785.998
2013-12-22,777.897
2013-12-23,766.883
2013-12-24,758.542
2013-12-25,705.33
2013-12-26,698.66
2013-12-27,684.561
2013-12-28,693.523
2013-12-29,675.611
2013-12-30,672.364
2013-12-31,657.14
2014-01-01,676.081
2014-01-02,680.356
2014-01-03,667.196
2014-01-04,648.271
2014-01-05,623.898
2014-01-06,641.64
2014-01-07,659.754
2014-01-08,656.891
2014-01-09,648.326
2014-01-10,666.348
2014-01-11,656.474
2014-01-12,675.186
2014-01-13,630.696
2014-01-14,596.551
2014-01-15,558.01
2014-01-16,558.15
2014-01-17,536.891
2014-01-18,503.925
2014-01-19,488.551
2014-01-20,476.377
2014-01-21,464.016
2014-01-22,461.594
2014-01-23,447.245
2014-01-24,428.602
2014-01-25,447.873
2014-01-26,438.643
2014-01-27,431.347
2014-01-28,442.183
2014-01-29,431.15
2014-01-30,402.285
2014-01-31,397.787
2014-02-01,388.192
2014-02-02,393.495
2014-02-03,400.253
2014-02-04,379.423
2014-02-05,380.428
2014-02-06,407.296
2014-02-07,435.977
2014-02-08,439.785
2014-02-09,439.063
2014-02-10,412.802
2014-02-11,402.762
2014-02-12,409.506
2014-02-13,397.14
2014-02-14,382.466
2014-02-15,379.534
2014-02-16,363.006
2014-02-17,400.174
2014-02-18,414.954
2014-02-19,416.051
2014-02-20,440.986
2014-02-21,437.999
2014-02-22,431.04
2014-02-23,449.932
2014-02-24,429.887
2014-02-25,446.794
2014-02-26,441.689
2014-02-27,420.779
2014-02-28,413.147
2014-03-01,427.187
2014-03-02,402.119
2014-03-03,398.797
2014-03-04,368.915
2014-03-05,367.982
2014-03-06,364.9
2014-03-07,360.109
2014-03-08,347.141
2014-03-09,357.114
2014-03-10,367.202
2014-03-11,351.629
2014-03-12,345.775
2014-03-13,343.351
2014-03-14,341.414
2014-03-15,317.817
2014-03-16,314.608
2014-03-17,297.53
2014-03-18,304.064
2014-03-19,291.899
2014-03-20,272.83
2014-03-21,276.829
2014-03-22,291.569
2014-03-23,281.551
2014-03-24,289.777
2014-03-25,304.552
2014-03-26,313.657
2014-03-27,319.992
2014-03-28,311.522
2014-03-29,321.105
2014-03-30,332.451
2014-03-31,316.829
2014-04-01,308.799
2014-04-02,299.44
2014-04-03,318.802
2014-04-04,326.265
2014-04-05,326.783
2014-04-06,317.052
2014-04-07,315.493
2014-04-08,308.368
2014-04-09,298.522
2014-04-10,275.336
2014-04-11,263.737
2014-04-12,248.204
2014-04-13,241.481
2014-04-14,245.957
2014-04-15,252.041
2014-04-16,256.786
2014-04-17,249.873
2014-04-18,259.666
2014-04-19,261.254
2014-04-20,265.582
2014-04-21,262.275
2014-04-22,261.652
2014-04-23,257.536
2014-04-24,268.012
2014-04-25,240.151
2014-04-26,239.372
2014-04-27,236.169
2014-04-28,231.386
2014-04-29,220.633
2014-04-30,233.774
2014-05-01,222.519
2014-05-02,237.873
2014-05-03,231.701
2014-05-04,222.365
2014-05-05,219.507
2014-05-06,212.638
2014-05-07,207.323
2014-05-08,203.774
2014-05-09,201.033
2014-05-10,197.144
2014-05-11,211.908
2014-05-12,210.925
2014-05-13,220.534
2014-05-14,213.864
2014-05-15,216.807
2014-05-16,213.197
2014-05-17,219.355
2014-05-18,198.776
2014-05-19,201.071
2014-05-20,195.232
2014-05-21,186.083
2014-05-22,185.329
2014-05-23,187.23
2014-05-24,178.265
2014-05-25,186.653
2014-05-26,182.438
2014-05-27,187.178
2014-05-28,187.144
2014-05-29,190.246
2014-05-30,173.625
2014-05-31,181.642
2014-06-01,179.242
2014-06-02,185.196
2014-06-03,189.653
2014-06-04,199.013
2014-06-05,196.872
2014-06-06,208.628
2014-06-07,199.227
2014-06-08,195.546
2014-06-09,189.979
2014-06-10,181.066
2014-06-11,177.16
2014-06-12,171.561
2014-06-13,180.935
2014-06-14,183.421
2014-06-15,186.612
2014-06-16,193.059
2014-06-17,202.38
2014-06-18,207.597
2014-06-19,212.132
2014-06-20,202.507
2014-06-21,213.024
2014-06-22,209.91
2014-06-23,198.704
2014-06-24,192.698
2014-06-25,193.19
2014-06-26,194.162
2014-06-27,191.05
2014-06-28,186.102
2014-06-29,195.402
2014-06-30,201.189
2014-07-01,195.046
2014-07-02,180.925
2014-07-03,170.474
2014-07-04,166.538
2014-07-05,161.697
2014-07-06,154.58
2014-07-07,149.971
2014-07-08,155.838
2014-07-09,160.148
2014-07-10,170.371
2014-07-11,170.545
2014-07-12,170.506
2014-07-13,164.213
2014-07-14,160.078
2014-07-15,147.277
2014-07-16,150.854
2014-07-17,139.363
2014-07-18,142.986
2014-07-19,143.702
2014-07-20,145.07
2014-07-21,143.597
2014-07-22,149.198
2014-07-23,140.032
2014-07-24,144.265
2014-07-25,133.422
2014-07-26,133.509
2014-07-27,126.836
2014-07-28,132.853
2014-07-29,126.089
2014-07-30,131.625
2014-07-31,130.119
2014-08-01,134.365
2014-08-02,133.095
2014-08-03,140.177
2014-08-04,142.111
2014-08-05,132.239
2014-08-06,124.669
2014-08-07,124.804
2014-08-08,124.246
2014-08-09,118.917
2014-08-10,124.58
2014-08-11,120.339
2014-08-12,135.622
2014-08-13,143.698
2014-08-14,136.855
2014-08-15,136.861
2014-08-16,135.893
2014-08-17,124.368
2014-08-18,122.28
2014-08-19,122.474
2014-08-20,127.205
2014-08-21,138.054
2014-08-22,144.624
2014-08-23,147.386
2014-08-24,150.587
2014-08-25,148.004
2014-08-26,145.436
2014-08-27,137.843
2014-08-28,138.886
2014-08-29,134.564
2014-08-30,138.833
2014-08-31,139.947
2014-09-01,146.706
2014-09-02,141.639
2014-09-03,138.433
2014-09-04,137.328
2014-09-05,141.104
2014-09-06,135.154
2014-09-07,143.977
2014-09-08,140.305
2014-09-09,140.096
2014-09-10,143.294
2014-09-11,136.137
2014-09-12,133.518
2014-09-13,130.592
2014-09-14,123.52
2014-09-15,120.841
2014-09-16,123.084
2014-09-17,124.305
2014-09-18,129.206
2014-09-19,124.903
2014-09-20,124.601
2014-09-21,121.048
2014-09-22,120.173
2014-09-23,116.933
2014-09-24,108.316
2014-09-25,102.444
2014-09-26,104.308
2014-09-27,102.3
2014-09-28,96.3167
2014-09-29,95.6082
2014-09-30,97.6198
2014-10-01,105.06
2014-10-02,108.895
2014-10-03,100.237
2014-10-04,101.426
2014-10-05,108.562
2014-10-06,112.766
2014-10-07,114.049
2014-10-08,104.543
2014-10-09,100.532
2014-10-10,104.632
2014-10-11,104.778
2014-10-12,98.8895
2014-10-13,97.1679
2014-10-14,93.8412
2014-10-15,96.8512
2014-10-16,93.4134
2014-10-17,89.7775
2014-10-18,84.0399
2014-10-19,88.4908
2014-10-20,82.4958
2014-10-21,82.0197
2014-10-22,85.4834
2014-10-23,91.9001
2014-10-24,92.506
2014-10-25,102.42
2014-10-26,99.5901
2014-10-27,97.4351
2014-10-28,98.8786
2014-10-29,89.9366
2014-10-30,86.1664
2014-10-31,90.625
2014-11-01,90.6629
2014-11-02,91.1885
2014-11-03,100.444
2014-11-04,104.891
2014-11-05,110.813
2014-11-06,109.055
2014-11-07,107.132
2014-11-08,97.7272
2014-11-09,93.6607
2014-11-10,84.9667
2014-11-11,76.6768
2014-11-12,75.1767
2014-11-13,72.5824
2014-11-14,70.0806
2014-11-15,74.2168
2014-11-16,73.0328
2014-11-17,70.7063
2014-11-18,63.2328
2014-11-19,60.0718
2014-11-20,57.181
2014-11-21,53.6044
2014-11-22,45.807
2014-11-23,47.545
2014-11-24,50.2586
2014-11-25,52.8563
2014-11-26,49.5036
2014-11-27,47.8276
2014-11-28,46.5756
2014-11-29,47.1127
2014-11-30,39.0581
2014-12-01,39.3313
2014-12-02,37.4467
2014-12-03,36.9446
2014-12-04,33.0944
2014-12-05,33.9569
2014-12-06,32.3752
2014-12-07,33.554
2014-12-08,27.9037
2014-12-09,32.2857
2014-12-10,32.6736
2014-12-11,34.8143
2014-12-12,33.9802
2014-12-13,29.9024
2014-12-14,29.1358
2014-12-15,27.9314
2014-12-16,21.0392
2014-12-17,16.7805
2014-12-18,12.6116
2014-12-19,7.54822
2014-12-20,7.33867
2014-12-21,5.17633
2014-12-22,3.20353
2014-12-23,7.34905
2014-12-24,10.6848
2014-12-25,11.5271
2014-12-26,16.2655
2014-12-27,20.0451
2014-12-28,23.6166
2014-12-29,28.8135
2014-12-30,25.7158
2014-12-31,24.2284
2015-01-01,28.9469
2015-01-02,28.7583
2015-01-03,28.2332
2015-01-04,25.0871
2015-01-05,23.1601
2015-01-06,25.0162
2015-01-07,26.6672
2015-01-08,23.9644
2015-01-09,20.7665
2015-01-10,18.978
2015-01-11,19.5228
2015-01-12,18.1142
2015-01-13,17.9265
2015-01-14,14.6527
2015-01-15,16.5504
2015-01-16,19.8999
2015-01-17,18.7543
2015-01-18,20.7538
2015-01-19,24.1274
2015-01-20,21.8361
2015-01-21,19.804
2015-01-22,19.4541
2015-01-23,15.1579
2015-01-24,13.885
2015-01-25,12.9412
2015-01-26,6.92792
2015-01-27,6.04441
2015-01-28,8.57227
2015-01-29,7.19628
2015-01-30,6.46687
2015-01-31,6.69527
2015-02-01,7.08842
2015-02-02,8.35159
2015-02-03,8.45287
2015-02-04,6.56151
2015-02-05,6.11243
2015-02-06,7.75504
2015-02-07,10.7897
2015-02-08,9.12164
2015-02-09,7.50405
2015-02-10,10.8917
2015-02-11,12.7663
2015-02-12,14.9018
2015-02-13,11.3195
2015-02-14,10.7165
2015-02-15,12.0899
2015-02-16,14.3645
2015-02-17,10.8748
2015-02-18,11.7959
2015-02-19,13.2751
2015-02-20,21.3254
2015-02-21,20.659
2015-02-22,19.3226
2015-02-23,20.7122
2015-02-24,22.5331
2015-02-25,21.5069
2015-02-26,21.1318
2015-02-27,17.6562
2015-02-28,17.4828
2015-03-01,16.1821
2015-03-02,16.8794
2015-03-03,16.759
2015-03-04,22.6683
2015-03-05,19.9947
2015-03-06,17.1167
2015-03-07,19.1326
2015-03-08,23.2456
2015-03-09,21.4416
2015-03-10,21.0414
2015-03-11,17.4028
2015-03-12,19.0628
2015-03-13,20.9754
2015-03-14,19.9339
2015-03-15,17.3891
2015-03-16,18.4284
2015-03-17,17.7194
2015-03-18,16.835
2015-03-19,19.226
2015-03-20,20.8217
2015-03-21,21.2111
2015-03-22,25.1491
2015-03-23,22.0446
2015-03-24,21.8897
2015-03-25,23.9421
2015-03-26,21.2145
2015-03-27,20.3683
2015-03-28,22.1146
2015-03-29,17.4287
2015-03-30,18.6148
2015-03-31,17.2609
2015-04-01,14.4348
2015-04-02,10.0549
2015-04-03,10.1916
2015-04-04,6.21459
2015-04-05,5.97879
2015-04-06,6.65383
2015-04-07,5.49174
2015-04-08,7.74255
2015-04-09,9.53711
2015-04-10,9.38646
2015-04-11,12.5479
2015-04-12,13.8508
2015-04-13,11.771
2015-04-14,17.6056
2015-04-15,15.3387
2015-04-16,13.1991
2015-04-17,12.6651
2015-04-18,9.45354
2015-04-19,9.06011
2015-04-20,10.1516
2015-04-21,10.2766
2015-04-22,9.6414
2015-04-23,14.2451
2015-04-24,14.5274
2015-04-25,15.1931
2015-04-26,20.0319
2015-04-27,22.1693
2015-04-28,17.2974
2015-04-29,16.6756
2015-04-30,11.4993
2015-05-01,11.3072
2015-05-02,10.5766
2015-05-03,6.60091
2015-05-04,3.98829
2015-05-05,5.16231
2015-05-06,5.77413
2015-05-07,9.97334
2015-05-08,6.82429
2015-05-09,7.72878
2015-05-10,8.11276
2015-05-11,5.40327
2015-05-12,5.85263
2015-05-13,4.39085
2015-05-14,7.43518
2015-05-15,10.8037
2015-05-16,9.12784
2015-05-17,7.5882
2015-05-18,12.8414
2015-05-19,11.2015
2015-05-20,8.50028
2015-05-21,2.47104
2015-05-22,1.81779
2015-05-23,2.95731
2015-05-24,-0.470409
2015-05-25,-2.26948
2015-05-26,-1.34664
2015-05-27,0.0842363
2015-05-28,0.159258
2015-05-29,-2.35417
2015-05-30,-1.36808
2015-05-31,2.1764
2015-06-01,0.417342
2015-06-02,-3.5462
2015-06-03,-1.55717
2015-06-04,0.22337
2015-06-05,1.18013
2015-06-06,-0.621458
2015-06-07,1.39867
2015-06-08,2.65904
2015-06-09,5.52015
2015-06-10,3.94236
2015-06-11,6.48837
2015-06-12,5.8653
2015-06-13,6.97172
2015-06-14,6.45638
2015-06-15,7.54887
2015-06-16,9.51923
2015-06-17,6.76065
2015-06-18,5.58421
2015-06-19,9.67962
2015-06-20,8.62579
2015-06-21,7.02509
2015-06-22,4.06424
2015-06-23,0.695292
2015-06-24,2.28015
2015-06-25,1.31724
2015-06-26,-2.21474
2015-06-27,-1.05557
2015-06-28,-2.5285
2015-06-29,-0.693472
2015-06-30,0.0646787
2015-07-01,3.3632
2015-07-02,-0.571047
2015-07-03,1.93883
2015-07-04,2.06821
2015-07-05,3.96173
2015-07-06,4.92989
2015-07-07,7.97805
2015-07-08,6.83726
2015-07-09,12.1601
2015-07-10,8.41246
2015-07-11,8.20199
2015-07-12,10.5718
2015-07-13,6.96189
2015-07-14,4.44409
2015-07-15,6.28087
2015-07-16,5.4559
2015-07-17,8.8923
2015-07-18,8.00634
2015-07-19,6.82741
2015-07-20,9.49074
2015-07-21,10.5354
2015-07-22,6.04926
2015-07-23,7.54458
