Date,Avg. UTXO Value
2017-10-20,1689.75
2017-10-21,1779.57
2017-10-22,1788.03
2017-10-23,1768.82
2017-10-24,1751.05
2017-10-25,1659.99
2017-10-26,1696.34
2017-10-27,1750.31
2017-10-28,1709.28
2017-10-29,1696.06
2017-10-30,1803.41
2017-10-31,1803.19
2017-11-01,1884.97
2017-11-02,1969.91
2017-11-03,2044.01
2017-11-04,2100.68
2017-11-05,2149.66
2017-11-06,2162.68
2017-11-07,2037.88
2017-11-08,2054.66
2017-11-09,2132.96
2017-11-10,2070.66
2017-11-11,1886.52
2017-11-12,1809.38
2017-11-13,1706.94
2017-11-14,1851.25
2017-11-15,1884.44
2017-11-16,2068.21
2017-11-17,2222.27
2017-11-18,2190.21
2017-11-19,2204.4
2017-11-20,2286.59
2017-11-21,2339.13
2017-11-22,2301.24
2017-11-23,2325.3
2017-11-24,2272.08
2017-11-25,2313.79
2017-11-26,2455.04
2017-11-27,2612.14
2017-11-28,2698
2017-11-29,2763.24
2017-11-30,2715.72
2017-12-01,2729.91
2017-12-02,2973.11
2017-12-03,3008.66
2017-12-04,3133.29
2017-12-05,3156.6
2017-12-06,3206.86
2017-12-07,3663.01
2017-12-08,4398.63
2017-12-09,4224.92
2017-12-10,3898.35
2017-12-11,4100.02
2017-12-12,4508.4
2017-12-13,4616.71
2017-12-14,4345.2
2017-12-15,4374.33
2017-12-16,4632.79
2017-12-17,5053.71
2017-12-18,4991.76
2017-12-19,4963.18
2017-12-20,4569.51
2017-12-21,4277.62
2017-12-22,4047.94
2017-12-23,3606.27
2017-12-24,3694.37
2017-12-25,3577.57
2017-12-26,3568.33
2017-12-27,4013.96
2017-12-28,3946.79
2017-12-29,3690.37
2017-12-30,3680.07
2017-12-31,3206.37
2018-01-01,3510.7
2018-01-02,3429.3
2018-01-03,3753.92
2018-01-04,3833.35
2018-01-05,3806.35
2018-01-06,4223.5
2018-01-07,4265.25
2018-01-08,3995.04
2018-01-09,3701.88
2018-01-10,3554.26
2018-01-11,3660.96
2018-01-12,3236
2018-01-13,3421.33
2018-01-14,3498.1
2018-01-15,3363.67
2018-01-16,3349.37
2018-01-17,2834.72
2018-01-18,2717.57
2018-01-19,2776.86
2018-01-20,2856.86
2018-01-21,3162.04
2018-01-22,2884.98
2018-01-23,2703.68
2018-01-24,2726.76
2018-01-25,2868.29
2018-01-26,2815.42
2018-01-27,2817.24
2018-01-28,2900.08
2018-01-29,2971.93
2018-01-30,2841.83
2018-01-31,2546.98
2018-02-01,2594.56
2018-02-02,2302.02
2018-02-03,2261.09
2018-02-04,2363.14
2018-02-05,2130.56
2018-02-06,1820.8
2018-02-07,2020.48
2018-02-08,2003.39
2018-02-09,2159.02
2018-02-10,2306.76
2018-02-11,2253.86
2018-02-12,2158
2018-02-13,2388.99
2018-02-14,2304.5
2018-02-15,2571.58
2018-02-16,2738.23
2018-02-17,2783.26
2018-02-18,3054.48
2018-02-19,2888.63
2018-02-20,3114.75
2018-02-21,3123.37
2018-02-22,2917.77
2018-02-23,2737.35
2018-02-24,2862.62
2018-02-25,2733.1
2018-02-26,2721.56
2018-02-27,2934.94
2018-02-28,3012.71
2018-03-01,2941.6
2018-03-02,3127.68
2018-03-03,3164.63
2018-03-04,3299.14
2018-03-05,3331.61
2018-03-06,3323.34
2018-03-07,3142.9
2018-03-08,2918.78
2018-03-09,2764.47
2018-03-10,2758.2
2018-03-11,2623.14
2018-03-12,2879.18
2018-03-13,2759.61
2018-03-14,2786.19
2018-03-15,2497.73
2018-03-16,2516.18
2018-03-17,2510.06
2018-03-18,2381.26
2018-03-19,2501.69
2018-03-20,2596.6
2018-03-21,2698.24
2018-03-22,2691.17
2018-03-23,2636
2018-03-24,2700.61
2018-03-25,2584.63
2018-03-26,2562.62
2018-03-27,2472.24
2018-03-28,2365.07
2018-03-29,2406.84
2018-03-30,2148.74
2018-03-31,2074.51
2018-04-01,2101.95
2018-04-02,2057.57
2018-04-03,2132.95
2018-04-04,2240.66
2018-04-05,2049.67
2018-04-06,2045.68
2018-04-07,1996.09
2018-04-08,2083.37
2018-04-09,2119.03
2018-04-10,2044.83
2018-04-11,2061.09
2018-04-12,2095.2
2018-04-13,2396.07
2018-04-14,2373.84
2018-04-15,2420.06
2018-04-16,2525.62
2018-04-17,2440.78
2018-04-18,2393.7
2018-04-19,2473.58
2018-04-20,2505.91
2018-04-21,2677.22
2018-04-22,2693.11
2018-04-23,2654.21
2018-04-24,2695.02
2018-04-25,2911.71
2018-04-26,2668.51
2018-04-27,2799.12
2018-04-28,2697.36
2018-04-29,2816.35
2018-04-30,2828.75
2018-05-01,2777.23
2018-05-02,2725.32
2018-05-03,2770.88
2018-05-04,2905.7
2018-05-05,2911.33
2018-05-06,2951.66
2018-05-07,2892.52
2018-05-08,2819.06
2018-05-09,2762.82
2018-05-10,2802.18
2018-05-11,2704.02
2018-05-12,2534.73
2018-05-13,2551.75
2018-05-14,2610.14
2018-05-15,2611.02
2018-05-16,2544.35
2018-05-17,2503.95
2018-05-18,2420.33
2018-05-19,2476.09
2018-05-20,2470.19
2018-05-21,2555.04
2018-05-22,2519.14
2018-05-23,2395.78
2018-05-24,2251.69
2018-05-25,2267.19
2018-05-26,2230.09
2018-05-27,2188.38
2018-05-28,2190.46
2018-05-29,2123.16
2018-05-30,2226.89
2018-05-31,2200.14
2018-06-01,2235.05
2018-06-02,2238.99
2018-06-03,2272.63
2018-06-04,2298.77
2018-06-05,2243.49
2018-06-06,2284.82
2018-06-07,2300.23
2018-06-08,2312.56
2018-06-09,2295.08
2018-06-10,2249.42
2018-06-11,2030.67
2018-06-12,2064.07
2018-06-13,1969.8
2018-06-14,1897.64
2018-06-15,1996.54
2018-06-16,1924.91
2018-06-17,1949.06
2018-06-18,1934.86
2018-06-19,2013.35
2018-06-20,2029.77
2018-06-21,2049.47
2018-06-22,2035.15
2018-06-23,1834.41
2018-06-24,1867.53
2018-06-25,1857.73
2018-06-26,1890.97
2018-06-27,1841.58
2018-06-28,1863.91
2018-06-29,1780.6
2018-06-30,1883.75
2018-07-01,1945.41
2018-07-02,1932.33
2018-07-03,2016.4
2018-07-04,1985.14
2018-07-05,2009.58
2018-07-06,1992.59
2018-07-07,2008.63
2018-07-08,2054.41
2018-07-09,2036.8
2018-07-10,2027.08
2018-07-11,1922.73
2018-07-12,1950.55
2018-07-13,1919.61
2018-07-14,1922.29
2018-07-15,1942.77
2018-07-16,1976.2
2018-07-17,2092.25
2018-07-18,2278.28
2018-07-19,2305.08
2018-07-20,2332
2018-07-21,2288.06
2018-07-22,2308.36
2018-07-23,2304.88
2018-07-24,2410.16
2018-07-25,2623.34
2018-07-26,2554.27
2018-07-27,2476.8
2018-07-28,2556.45
2018-07-29,2571.5
2018-07-30,2559.62
2018-07-31,2546.82
2018-08-01,2410.93
2018-08-02,2373.88
2018-08-03,2349.46
2018-08-04,2310.21
2018-08-05,2183.33
2018-08-06,2186.91
2018-08-07,2162.44
2018-08-08,2092.53
2018-08-09,1958.41
2018-08-10,2036.09
2018-08-11,1912.72
2018-08-12,1939.95
2018-08-13,1964.76
2018-08-14,1945.87
2018-08-15,1927.61
2018-08-16,1947.2
2018-08-17,1958.56
2018-08-18,2040
2018-08-19,1980.21
2018-08-20,2005.9
2018-08-21,1934.18
2018-08-22,2002.08
2018-08-23,1963.4
2018-08-24,2013.63
2018-08-25,2061.73
2018-08-26,2073.64
2018-08-27,2064.74
2018-08-28,2129.68
2018-08-29,2184.2
2018-08-30,2169.01
2018-08-31,2152.79
2018-09-01,2161.8
2018-09-02,2215.04
2018-09-03,2245.32
2018-09-04,2233.69
2018-09-05,2262.97
2018-09-06,2056.07
2018-09-07,1995.3
2018-09-08,1967.35
2018-09-09,1899.59
2018-09-10,1917.98
2018-09-11,1937.51
2018-09-12,1930.76
2018-09-13,1945.01
2018-09-14,1992.71
2018-09-15,1992.38
2018-09-16,2000.93
2018-09-17,1993.8
2018-09-18,1916.72
2018-09-19,1940.38
2018-09-20,1955.67
2018-09-21,1986.65
2018-09-22,2065.57
2018-09-23,2048.05
2018-09-24,2041.01
2018-09-25,2002.08
2018-09-26,1956.71
2018-09-27,1964.75
