Date,Two-Week Hash Growth
2009-08-30,-35.6108
2009-08-31,-2.24439
2009-09-01,34.9854
2009-09-02,73.4982
2009-09-03,113.866
2009-09-04,209.143
2009-09-05,320.635
2009-09-06,392.523
2009-09-07,384.466
2009-09-08,386.139
2009-09-09,241.844
2009-09-10,174.854
2009-09-11,167.416
2009-09-12,100.418
2009-09-13,51.7685
2009-09-14,22.1939
2009-09-15,2.59179
2009-09-16,-8.35031
2009-09-17,-8.05501
2009-09-18,-10.3512
2009-09-19,-6.41509
2009-09-20,-4.93359
2009-09-21,1.002
2009-09-22,1.62933
2009-09-23,-0.414938
2009-09-24,-5.53191
2009-09-25,-3.9916
2009-09-26,-1.87891
2009-09-27,5.08475
2009-09-28,5.42798
2009-09-29,9.68421
2009-09-30,29.7778
2009-10-01,35.2564
2009-10-02,27.4227
2009-10-03,20.7661
2009-10-04,11.1776
2009-10-05,3.76984
2009-10-06,-1.2024
2009-10-07,-6.66667
2009-10-08,-4.72973
2009-10-09,-10.0656
2009-10-10,-11.0638
2009-10-11,-11.8952
2009-10-12,-9.30693
2009-10-13,-11.5163
2009-10-14,-18.6644
2009-10-15,-23.5387
2009-10-16,-21.521
2009-10-17,-22.2037
2009-10-18,-19.9282
2009-10-19,-14.7228
2009-10-20,1.41988
2009-10-21,20.0893
2009-10-22,29.7872
2009-10-23,38.1995
2009-10-24,42.823
2009-10-25,37.7574
2009-10-26,31.8777
2009-10-27,22.1258
2009-10-28,12
2009-10-29,7.02479
2009-10-30,-2.26804
2009-10-31,-4.50644
2009-11-01,-3.81166
2009-11-02,-15.2466
2009-11-03,-32
2009-11-04,-37.1747
2009-11-05,-38.98
2009-11-06,-39.0845
2009-11-07,-41.7085
2009-11-08,-38.3721
2009-11-09,-30.6291
2009-11-10,-20.071
2009-11-11,-12.406
2009-11-12,-9.84556
2009-11-13,0.421941
2009-11-14,11.0112
2009-11-15,17.4825
2009-11-16,39.418
2009-11-17,64.7059
2009-11-18,69.8225
2009-11-19,75.8209
2009-11-20,71.3873
2009-11-21,72.1264
2009-11-22,59.8383
2009-11-23,43.9141
2009-11-24,33.7778
2009-11-25,29.3991
2009-11-26,31.4775
2009-11-27,31.9328
2009-11-28,24.6964
2009-11-29,21.8254
2009-11-30,7.77989
2009-12-01,-2.32143
2009-12-02,-8.18815
2009-12-03,-9.8472
2009-12-04,-9.78078
2009-12-05,-17.0284
2009-12-06,-17.3693
2009-12-07,-11.6086
2009-12-08,-5.31561
2009-12-09,-0.165837
2009-12-10,-1.62866
2009-12-11,-1.27389
2009-12-12,12.987
2009-12-13,20.8469
2009-12-14,32.5704
2009-12-15,35.8318
2009-12-16,41.9355
2009-12-17,48.3992
2009-12-18,59.4393
2009-12-19,94.3662
2009-12-20,115.102
2009-12-21,109.193
2009-12-22,108.421
2009-12-23,105.98
2009-12-24,108.278
2009-12-25,100.484
2009-12-26,67.6724
2009-12-27,54.0431
2009-12-28,50.7304
2009-12-29,47.6447
2009-12-30,47.861
2009-12-31,38.7056
2010-01-01,26.2603
2010-01-02,9.73085
2010-01-03,-3.98482
2010-01-04,-7.53363
2010-01-05,-9.51178
2010-01-06,-11.129
2010-01-07,-10.6518
2010-01-08,-8.2864
2010-01-09,-0.514139
2010-01-10,3.76203
2010-01-11,4.84582
2010-01-12,6.4722
2010-01-13,2.07957
2010-01-14,3.38518
2010-01-15,3.89972
2010-01-16,4.43396
2010-01-17,6.81818
2010-01-18,-0.872939
2010-01-19,-8.09302
2010-01-20,-13.5209
2010-01-21,-15.7473
2010-01-22,-14.1228
2010-01-23,-16.3652
2010-01-24,-15.1771
2010-01-25,-13.5294
2010-01-26,-4.53767
2010-01-27,5.04872
2010-01-28,5.48673
2010-01-29,6.70241
2010-01-30,13.6405
2010-01-31,20.9991
2010-02-01,29.0607
2010-02-02,30.7692
2010-02-03,30.3253
2010-02-04,42.3442
2010-02-05,66.3943
2010-02-06,93.4089
2010-02-07,103.976
2010-02-08,125.559
2010-02-09,127.534
2010-02-10,136.594
2010-02-11,140.94
2010-02-12,130.486
2010-02-13,112.401
2010-02-14,110.398
2010-02-15,123.048
2010-02-16,137.616
2010-02-17,160.95
2010-02-18,168.694
2010-02-19,139.902
2010-02-20,119.276
2010-02-21,108.48
2010-02-22,86.2559
2010-02-23,80.3311
2010-02-24,68.9237
2010-02-25,63.8928
2010-02-26,70.7485
2010-02-27,80.0524
2010-02-28,77.1439
2010-03-01,64.174
2010-03-02,57.329
2010-03-03,49.0898
2010-03-04,31.3087
2010-03-05,24.8721
2010-03-06,18.407
2010-03-07,14.446
2010-03-08,15.3828
2010-03-09,5.63934
2010-03-10,1.49789
2010-03-11,6.50096
2010-03-12,5.08619
2010-03-13,0.997714
2010-03-14,0.841026
2010-03-15,-0.10352
2010-03-16,0.931677
2010-03-17,-1.17964
2010-03-18,-2.33389
2010-03-19,-4.09836
2010-03-20,-0.73831
2010-03-21,2.83905
2010-03-22,6.75622
2010-03-23,14.7321
2010-03-24,23.6749
2010-03-25,22.1823
2010-03-26,28.7971
2010-03-27,35.4188
2010-03-28,32.4247
2010-03-29,35.2332
2010-03-30,35.4872
2010-03-31,39.1623
2010-04-01,47.1475
2010-04-02,47.6068
2010-04-03,41.7149
2010-04-04,37.7358
2010-04-05,32.0376
2010-04-06,25.771
2010-04-07,15.1765
2010-04-08,13.7306
2010-04-09,10.9434
2010-04-10,10.2432
2010-04-11,20.553
2010-04-12,25.0575
2010-04-13,34.2316
2010-04-14,41.8209
2010-04-15,42.0044
2010-04-16,49.6236
2010-04-17,57.7198
2010-04-18,58.9906
2010-04-19,65.6663
2010-04-20,70.347
2010-04-21,75.2225
2010-04-22,86.2906
2010-04-23,84.212
2010-04-24,79.6526
2010-04-25,67.0744
2010-04-26,57.9657
2010-04-27,44.8004
2010-04-28,39.8345
2010-04-29,31.3517
2010-04-30,22.0685
2010-05-01,16.0196
2010-05-02,15.3274
2010-05-03,8.88565
2010-05-04,6.2963
2010-05-05,3.39773
2010-05-06,-5.85652
2010-05-07,-3.5467
2010-05-08,-2.78545
2010-05-09,-3.46248
2010-05-10,-0.60512
2010-05-11,-0.864621
2010-05-12,-5.8886
2010-05-13,-3.74147
2010-05-14,-4.89815
2010-05-15,-5.33025
2010-05-16,-12.9994
2010-05-17,-15.848
2010-05-18,-13.9373
2010-05-19,-6.49968
2010-05-20,-2.38193
2010-05-21,1.2842
2010-05-22,4.27816
2010-05-23,13.5092
2010-05-24,20.4418
2010-05-25,24.3655
2010-05-26,30.3338
2010-05-27,37.4837
2010-05-28,39.5116
2010-05-29,45.632
2010-05-30,63.5361
2010-05-31,69.5212
2010-06-01,67.9334
2010-06-02,55.2761
2010-06-03,49.6646
2010-06-04,42.7705
2010-06-05,33.0558
2010-06-06,17.7269
2010-06-07,9.50684
2010-06-08,8.37124
2010-06-09,8.74784
2010-06-10,6.30038
2010-06-11,7.95102
2010-06-12,8.65696
2010-06-13,2.98474
2010-06-14,5.23407
2010-06-15,4.69563
2010-06-16,8.26584
2010-06-17,6.86313
2010-06-18,3.89983
2010-06-19,5.41586
2010-06-20,11.0553
2010-06-21,12.4748
2010-06-22,10.109
2010-06-23,4.73888
2010-06-24,6.91943
2010-06-25,10.1489
2010-06-26,7.46197
2010-06-27,10.9704
2010-06-28,9.83718
2010-06-29,10.8593
2010-06-30,11.406
2010-07-01,15.4504
2010-07-02,21.1457
2010-07-03,24.8894
2010-07-04,28.5547
2010-07-05,25.8603
2010-07-06,29.3694
2010-07-07,37.3038
2010-07-08,33.3177
2010-07-09,26.5009
2010-07-10,32.5563
2010-07-11,33.0383
2010-07-12,36.9913
2010-07-13,93.8536
2010-07-14,213.439
2010-07-15,310.581
2010-07-16,403.396
2010-07-17,772.889
2010-07-18,847.195
2010-07-19,969.128
2010-07-20,1011.56
2010-07-21,981.53
2010-07-22,1015.06
2010-07-23,1047.8
2010-07-24,767.767
2010-07-25,755.513
2010-07-26,758.892
2010-07-27,529.802
2010-07-28,290.597
2010-07-29,195.647
2010-07-30,143.052
2010-07-31,42.717
2010-08-01,32.6531
2010-08-02,25.0076
2010-08-03,23.1688
2010-08-04,27.801
2010-08-05,29.7617
2010-08-06,39.3418
2010-08-07,76.4334
2010-08-08,76.3868
2010-08-09,73.4573
2010-08-10,68.063
2010-08-11,67.7381
2010-08-12,75.5352
2010-08-13,67.9348
2010-08-14,70.9366
2010-08-15,77.0278
2010-08-16,79.2569
2010-08-17,73.8207
2010-08-18,66.0775
2010-08-19,53.1122
2010-08-20,38.8319
2010-08-21,41.9904
2010-08-22,37.7803
2010-08-23,34.5929
2010-08-24,39.9422
2010-08-25,46.0918
2010-08-26,48.0734
2010-08-27,61.3461
2010-08-28,55.0753
2010-08-29,45.4979
2010-08-30,35.0451
2010-08-31,30.3069
2010-09-01,31.3572
2010-09-02,32.329
2010-09-03,28.0311
2010-09-04,22.1946
2010-09-05,25.6013
2010-09-06,25.367
2010-09-07,19.3239
2010-09-08,8.97686
2010-09-09,5.16607
2010-09-10,-3.53605
2010-09-11,-1.36585
2010-09-12,-3.38496
2010-09-13,0.590366
2010-09-14,5.84494
2010-09-15,11.1242
2010-09-16,13.3998
2010-09-17,27.0961
2010-09-18,30.9818
2010-09-19,37.3752
2010-09-20,46.1359
2010-09-21,53.8842
2010-09-22,58.972
2010-09-23,60.0264
2010-09-24,68.2701
2010-09-25,70.9986
2010-09-26,73.4874
2010-09-27,67.7997
