Date,Two-Week Hash Growth
2010-09-28,65.8612
2010-09-29,71.4095
2010-09-30,77.4921
2010-10-01,63.3633
2010-10-02,58.8257
2010-10-03,44.0989
2010-10-04,32.5175
2010-10-05,24.1193
2010-10-06,12.6362
2010-10-07,9.64631
2010-10-08,5.91177
2010-10-09,0.899421
2010-10-10,5.11838
2010-10-11,11.0682
2010-10-12,9.67026
2010-10-13,3.73962
2010-10-14,0.973883
2010-10-15,7.29206
2010-10-16,10.4952
2010-10-17,25.3584
2010-10-18,37.6526
2010-10-19,48.1112
2010-10-20,72.2453
2010-10-21,80.4633
2010-10-22,86.9145
2010-10-23,93.6071
2010-10-24,84.3435
2010-10-25,79.679
2010-10-26,85.0878
2010-10-27,90.2277
2010-10-28,94.2748
2010-10-29,90.0173
2010-10-30,94.346
2010-10-31,100.92
2010-11-01,92.435
2010-11-02,85.3401
2010-11-03,74.7731
2010-11-04,71.2206
2010-11-05,69.1699
2010-11-06,71.1825
2010-11-07,65.6552
2010-11-08,68.657
2010-11-09,74.0625
2010-11-10,79.391
2010-11-11,84.9601
2010-11-12,92.9045
2010-11-13,86.7188
2010-11-14,75.1256
2010-11-15,81.0342
2010-11-16,77.2471
2010-11-17,73.6637
2010-11-18,73.0141
2010-11-19,85.4262
2010-11-20,83.0242
2010-11-21,82.488
2010-11-22,69.9865
2010-11-23,63.5402
2010-11-24,50.8555
2010-11-25,43.4052
2010-11-26,25.3527
2010-11-27,28.5549
2010-11-28,28.645
2010-11-29,23.928
2010-11-30,27.5658
2010-12-01,39.3792
2010-12-02,39.7443
2010-12-03,29.2228
2010-12-04,27.3732
2010-12-05,38.9397
2010-12-06,52.683
2010-12-07,55.1253
2010-12-08,57.6238
2010-12-09,60.8605
2010-12-10,88.8805
2010-12-11,84.9955
2010-12-12,78.5658
2010-12-13,75.8158
2010-12-14,66.8129
2010-12-15,56.5288
2010-12-16,56.5729
2010-12-17,45.9745
2010-12-18,45.465
2010-12-19,35.482
2010-12-20,27.9792
2010-12-21,24.3375
2010-12-22,27.3824
2010-12-23,22.2984
2010-12-24,11.4342
2010-12-25,10.0464
2010-12-26,10.9969
2010-12-27,8.68618
2010-12-28,13.5254
2010-12-29,9.54572
2010-12-30,6.82066
2010-12-31,13.7868
2011-01-01,13.3619
2011-01-02,16.0115
2011-01-03,17.7216
2011-01-04,16.9116
2011-01-05,10.3725
2011-01-06,12.0694
2011-01-07,11.2476
2011-01-08,12.5725
2011-01-09,10.2709
2011-01-10,12.1232
2011-01-11,9.584
2011-01-12,15.4574
2011-01-13,15.9456
2011-01-14,18.1658
2011-01-15,18.3928
2011-01-16,17.794
2011-01-17,18.0169
2011-01-18,21.0798
2011-01-19,20.9329
2011-01-20,22.354
2011-01-21,25.5333
2011-01-22,24.7521
2011-01-23,24.4187
2011-01-24,23.1393
2011-01-25,23.1873
2011-01-26,21.3021
2011-01-27,21.0096
2011-01-28,16.6921
2011-01-29,16.3238
2011-01-30,18.2363
2011-01-31,16.5059
2011-02-01,13.9582
2011-02-02,18.6131
2011-02-03,17.1641
2011-02-04,15.1852
2011-02-05,17.3656
2011-02-06,18.481
2011-02-07,20.9945
2011-02-08,23.5868
2011-02-09,25.4541
2011-02-10,31.0569
2011-02-11,36.341
2011-02-12,37.3171
2011-02-13,39.2078
2011-02-14,42.7387
2011-02-15,43.7157
2011-02-16,45.4502
2011-02-17,48.7096
2011-02-18,53.4255
2011-02-19,59.9806
2011-02-20,60.5214
2011-02-21,65.5461
2011-02-22,68.3974
2011-02-23,70.4286
2011-02-24,71.272
2011-02-25,68.97
2011-02-26,67.4343
2011-02-27,74.3848
2011-02-28,86.7209
2011-03-01,86.995
2011-03-02,77.9649
2011-03-03,74.2476
2011-03-04,76.2286
2011-03-05,73.743
2011-03-06,83.3044
2011-03-07,78.4428
2011-03-08,78.1415
2011-03-09,77.8991
2011-03-10,73.5787
2011-03-11,64.6647
2011-03-12,58.6403
2011-03-13,38.5498
2011-03-14,14.5704
2011-03-15,7.34222
2011-03-16,5.2089
2011-03-17,1.57967
2011-03-18,0.872022
2011-03-19,-5.98529
2011-03-20,-15.0333
2011-03-21,-14.8965
2011-03-22,-15.0718
2011-03-23,-17.6187
2011-03-24,-18.4743
2011-03-25,-15.6303
2011-03-26,-9.86532
2011-03-27,-3.46867
2011-03-28,4.18316
2011-03-29,9.46135
2011-03-30,15.7395
2011-03-31,17.1404
2011-04-01,16.4256
2011-04-02,18.061
2011-04-03,25.9787
2011-04-04,26.411
2011-04-05,22.4006
2011-04-06,28.2449
2011-04-07,27.4843
2011-04-08,23.4548
2011-04-09,20.902
2011-04-10,20.262
2011-04-11,24.0726
2011-04-12,25.0758
2011-04-13,18.2862
2011-04-14,24.9891
2011-04-15,22.8298
2011-04-16,19.3801
2011-04-17,16.8658
2011-04-18,14.4835
2011-04-19,13.8411
2011-04-20,8.71576
2011-04-21,3.972
2011-04-22,6.56812
2011-04-23,10.3436
2011-04-24,11.6204
2011-04-25,9.16688
2011-04-26,12.1463
2011-04-27,19.3816
2011-04-28,18.5216
2011-04-29,18.7319
2011-04-30,24.1935
2011-05-01,27.4387
2011-05-02,31.5275
2011-05-03,35.2078
2011-05-04,37.6813
2011-05-05,46.5485
2011-05-06,55.2687
2011-05-07,52.8616
2011-05-08,53.0955
2011-05-09,57.1946
2011-05-10,66.2862
2011-05-11,67.2121
2011-05-12,69.3648
2011-05-13,69.301
2011-05-14,73.5066
2011-05-15,78.6083
2011-05-16,80.4026
2011-05-17,76.0115
2011-05-18,80.1246
2011-05-19,103.028
2011-05-20,101.08
2011-05-21,107.737
2011-05-22,114.103
2011-05-23,125.028
2011-05-24,122.127
2011-05-25,131.008
2011-05-26,123.24
2011-05-27,164.993
2011-05-28,162.988
2011-05-29,151.619
2011-05-30,147.265
2011-05-31,144.671
2011-06-01,129.645
2011-06-02,99.2464
2011-06-03,73.5425
2011-06-04,66.7994
2011-06-05,67.9898
2011-06-06,58.8347
2011-06-07,62.9417
2011-06-08,57.796
2011-06-09,61.5002
2011-06-10,42.6475
2011-06-11,44.8311
2011-06-12,49.5199
2011-06-13,52.4693
2011-06-14,52.6356
2011-06-15,62.6542
2011-06-16,85.5853
2011-06-17,108.399
2011-06-18,109.322
2011-06-19,103.43
2011-06-20,110.178
2011-06-21,100.671
2011-06-22,103.532
2011-06-23,94.3031
2011-06-24,90.0145
2011-06-25,97.941
2011-06-26,89.9257
2011-06-27,81.8783
2011-06-28,85.8501
2011-06-29,76.7112
2011-06-30,53.8802
2011-07-01,54.2382
2011-07-02,43.8047
2011-07-03,43.1898
2011-07-04,37.4787
2011-07-05,29.3721
2011-07-06,19.4731
2011-07-07,21.5619
2011-07-08,12.7836
2011-07-09,4.11889
2011-07-10,2.46977
2011-07-11,0.961885
2011-07-12,-0.117848
2011-07-13,1.7578
2011-07-14,4.48976
2011-07-15,2.37409
2011-07-16,5.88498
2011-07-17,4.32422
2011-07-18,6.05123
2011-07-19,7.19059
2011-07-20,10.3126
2011-07-21,6.90966
2011-07-22,12.9178
2011-07-23,11.684
2011-07-24,11.79
2011-07-25,13.6866
2011-07-26,13.7402
2011-07-27,15.2746
2011-07-28,14.1403
2011-07-29,13.0709
2011-07-30,14.6856
2011-07-31,14.4392
2011-08-01,11.9411
2011-08-02,12.4995
2011-08-03,10.8878
2011-08-04,13.9781
2011-08-05,10.8956
2011-08-06,10.041
2011-08-07,8.4587
2011-08-08,4.33334
2011-08-09,0.543419
2011-08-10,-3.35894
2011-08-11,-5.99128
2011-08-12,-5.45147
2011-08-13,-7.40126
2011-08-14,-7.10783
2011-08-15,-7.25064
2011-08-16,-9.96758
2011-08-17,-10.1823
2011-08-18,-12.3721
2011-08-19,-11.4896
2011-08-20,-11.4634
2011-08-21,-8.75011
2011-08-22,-3.82126
2011-08-23,3.03894
2011-08-24,4.7012
2011-08-25,5.05062
2011-08-26,3.27709
2011-08-27,5.86563
2011-08-28,1.9878
2011-08-29,-3.01051
2011-08-30,-4.83358
2011-08-31,-5.42147
2011-09-01,-1.24611
2011-09-02,-2.14393
2011-09-03,-0.844752
2011-09-04,-0.345869
2011-09-05,-0.938749
2011-09-06,-3.25224
2011-09-07,-3.52131
2011-09-08,-5.12673
2011-09-09,-4.30254
2011-09-10,-5.94519
2011-09-11,-4.34029
2011-09-12,-0.942593
2011-09-13,-0.0911131
2011-09-14,-0.0238452
2011-09-15,-1.13037
2011-09-16,2.30984
2011-09-17,-2.168
2011-09-18,-4.32282
2011-09-19,-2.77728
2011-09-20,-5.0289
2011-09-21,-5.6842
2011-09-22,-3.90466
2011-09-23,-4.68911
2011-09-24,-3.12391
2011-09-25,-2.4504
2011-09-26,-3.6655
2011-09-27,-0.640633
2011-09-28,-0.760649
2011-09-29,-2.07328
2011-09-30,-7.34851
2011-10-01,-5.4036
2011-10-02,-4.43604
2011-10-03,-9.54579
2011-10-04,-8.27291
2011-10-05,-10.1479
2011-10-06,-10.3443
2011-10-07,-9.30936
2011-10-08,-9.03544
2011-10-09,-10.9262
2011-10-10,-8.37622
2011-10-11,-11.2289
2011-10-12,-12.0274
2011-10-13,-14.139
2011-10-14,-14.794
2011-10-15,-15.1535
2011-10-16,-16.2188
2011-10-17,-16.8296
2011-10-18,-19.5257
2011-10-19,-16.4447
2011-10-20,-16.7447
2011-10-21,-16.6957
2011-10-22,-19.8044
2011-10-23,-21.1304
2011-10-24,-22.6941
2011-10-25,-19.9106
2011-10-26,-17.2715
2011-10-27,-16.4724
