Date,Avg. UTXO Amount
2012-03-25,5.9838
2012-03-26,5.98
2012-03-27,5.978
2012-03-28,5.9676
2012-03-29,5.959
2012-03-30,5.9513
2012-03-31,5.941
2012-04-01,5.9344
2012-04-02,5.9274
2012-04-03,5.9271
2012-04-04,5.9274
2012-04-05,5.9218
2012-04-06,5.9282
2012-04-07,5.93
2012-04-08,5.9234
2012-04-09,5.9147
2012-04-10,5.9083
2012-04-11,5.8969
2012-04-12,5.8955
2012-04-13,5.8889
2012-04-14,5.8813
2012-04-15,5.8702
2012-04-16,5.8627
2012-04-17,5.8579
2012-04-18,5.8607
2012-04-19,5.8633
2012-04-20,5.8622
2012-04-21,5.8699
2012-04-22,5.8697
2012-04-23,5.8663
2012-04-24,5.8612
2012-04-25,5.8535
2012-04-26,5.8458
2012-04-27,5.8307
2012-04-28,5.8299
2012-04-29,5.8214
2012-04-30,5.8131
2012-05-01,5.8054
2012-05-02,5.8
2012-05-03,5.7997
2012-05-04,5.7881
2012-05-05,5.7795
2012-05-06,5.7694
2012-05-07,5.775
2012-05-08,5.7687
2012-05-09,5.7587
2012-05-10,5.759
2012-05-11,5.759
2012-05-12,5.7559
2012-05-13,5.7509
2012-05-14,5.7434
2012-05-15,5.7345
2012-05-16,5.7316
2012-05-17,5.7362
2012-05-18,5.7284
2012-05-19,5.7226
2012-05-20,5.7149
2012-05-21,5.7067
2012-05-22,5.6951
2012-05-23,5.6869
2012-05-24,5.6766
2012-05-25,5.667
2012-05-26,5.6579
2012-05-27,5.6497
2012-05-28,5.6434
2012-05-29,5.6402
2012-05-30,5.6338
2012-05-31,5.6303
2012-06-01,5.6225
2012-06-02,5.6152
2012-06-03,5.6063
2012-06-04,5.5963
2012-06-05,5.5971
2012-06-06,5.5847
2012-06-07,5.5799
2012-06-08,5.5777
2012-06-09,5.5813
2012-06-10,5.5727
2012-06-11,5.5575
2012-06-12,5.5466
2012-06-13,5.5376
2012-06-14,5.5157
2012-06-15,5.5096
2012-06-16,5.5029
2012-06-17,5.5033
2012-06-18,5.4705
2012-06-19,5.4646
2012-06-20,5.4591
2012-06-21,5.4426
2012-06-22,5.4308
2012-06-23,5.4287
2012-06-24,5.4211
2012-06-25,5.4169
2012-06-26,5.4072
2012-06-27,5.3862
2012-06-28,5.3679
2012-06-29,5.3574
2012-06-30,5.3399
2012-07-01,5.3251
2012-07-02,5.3119
2012-07-03,5.2975
2012-07-04,5.2848
2012-07-05,5.2711
2012-07-06,5.2606
2012-07-07,5.2496
2012-07-08,5.2442
2012-07-09,5.2322
2012-07-10,5.2213
2012-07-11,5.2126
2012-07-12,5.204
2012-07-13,5.2007
2012-07-14,5.1974
2012-07-15,5.1905
2012-07-16,5.1832
2012-07-17,5.1811
2012-07-18,5.1796
2012-07-19,5.1847
2012-07-20,5.186
2012-07-21,5.1725
2012-07-22,5.1568
2012-07-23,5.1348
2012-07-24,5.1243
2012-07-25,5.1146
2012-07-26,5.0963
2012-07-27,5.085
2012-07-28,5.0665
2012-07-29,5.0376
2012-07-30,5.0248
2012-07-31,5.0313
2012-08-01,5.0249
2012-08-02,5.0169
2012-08-03,5.0114
2012-08-04,5
2012-08-05,4.9924
2012-08-06,4.9769
2012-08-07,4.9568
2012-08-08,4.9343
2012-08-09,4.9174
2012-08-10,4.9137
2012-08-11,4.8941
2012-08-12,4.8723
2012-08-13,4.8392
2012-08-14,4.7958
2012-08-15,4.7769
2012-08-16,4.7639
2012-08-17,4.7599
2012-08-18,4.7577
2012-08-19,4.7472
2012-08-20,4.7751
2012-08-21,4.7717
2012-08-22,4.7472
2012-08-23,4.7331
2012-08-24,4.7107
2012-08-25,4.6923
2012-08-26,4.6773
2012-08-27,4.6649
2012-08-28,4.6544
2012-08-29,4.6315
2012-08-30,4.6139
2012-08-31,4.6048
2012-09-01,4.5906
2012-09-02,4.5716
2012-09-03,4.5542
2012-09-04,4.5448
2012-09-05,4.5386
2012-09-06,4.5342
2012-09-07,4.5211
2012-09-08,4.5123
2012-09-09,4.5003
2012-09-10,4.4856
2012-09-11,4.4712
2012-09-12,4.4506
2012-09-13,4.4333
2012-09-14,4.4222
2012-09-15,4.4066
2012-09-16,4.3936
2012-09-17,4.3841
2012-09-18,4.3733
2012-09-19,4.3587
2012-09-20,4.3424
2012-09-21,4.322
2012-09-22,4.3122
2012-09-23,4.3141
2012-09-24,4.2981
2012-09-25,4.2883
2012-09-26,4.2665
2012-09-27,4.2571
2012-09-28,4.2406
2012-09-29,4.2201
2012-09-30,4.2125
2012-10-01,4.2002
2012-10-02,4.1691
2012-10-03,4.1713
2012-10-04,4.1766
2012-10-05,4.177
2012-10-06,4.16
2012-10-07,4.1515
2012-10-08,4.1368
2012-10-09,4.113
2012-10-10,4.0985
2012-10-11,4.0788
2012-10-12,4.0634
2012-10-13,4.0417
2012-10-14,4.0251
2012-10-15,4.0065
2012-10-16,3.9941
2012-10-17,3.9753
2012-10-18,3.9606
2012-10-19,3.9527
2012-10-20,3.9466
2012-10-21,3.9363
2012-10-22,3.9175
2012-10-23,3.8996
2012-10-24,3.8924
2012-10-25,3.8739
2012-10-26,3.8702
2012-10-27,3.862
2012-10-28,3.8571
2012-10-29,3.8468
2012-10-30,3.8475
2012-10-31,3.8354
2012-11-01,3.8306
2012-11-02,3.8212
2012-11-03,3.8086
2012-11-04,3.7957
2012-11-05,3.7926
2012-11-06,3.7861
2012-11-07,3.7759
2012-11-08,3.7668
2012-11-09,3.7552
2012-11-10,3.742
2012-11-11,3.7379
2012-11-12,3.725
2012-11-13,3.7164
2012-11-14,3.7114
2012-11-15,3.7011
2012-11-16,3.6885
2012-11-17,3.6815
2012-11-18,3.6281
2012-11-19,3.6169
2012-11-20,3.6097
2012-11-21,3.599
2012-11-22,3.5966
2012-11-23,3.5855
2012-11-24,3.5796
2012-11-25,3.5702
2012-11-26,3.5664
2012-11-27,3.5592
2012-11-28,3.5552
2012-11-29,3.5454
2012-11-30,3.5403
2012-12-01,3.5279
2012-12-02,3.52
2012-12-03,3.5126
2012-12-04,3.5086
2012-12-05,3.5052
2012-12-06,3.5045
2012-12-07,3.4987
2012-12-08,3.494
2012-12-09,3.4844
2012-12-10,3.4799
2012-12-11,3.4667
2012-12-12,3.4485
2012-12-13,3.4459
2012-12-14,3.4437
2012-12-15,3.4368
2012-12-16,3.4295
2012-12-17,3.4171
2012-12-18,3.404
2012-12-19,3.3806
2012-12-20,3.3723
2012-12-21,3.3691
2012-12-22,3.3653
2012-12-23,3.3501
2012-12-24,3.339
2012-12-25,3.3401
2012-12-26,3.3286
2012-12-27,3.3298
2012-12-28,3.3241
2012-12-29,3.3128
2012-12-30,3.3045
2012-12-31,3.2888
2013-01-01,3.2796
2013-01-02,3.2677
2013-01-03,3.2549
2013-01-04,3.2409
2013-01-05,3.2326
2013-01-06,3.2173
2013-01-07,3.2039
2013-01-08,3.1941
2013-01-09,3.1991
2013-01-10,3.194
2013-01-11,3.1861
2013-01-12,3.1738
2013-01-13,3.1625
2013-01-14,3.157
2013-01-15,3.1525
2013-01-16,3.1378
2013-01-17,3.1319
2013-01-18,3.129
2013-01-19,3.1238
2013-01-20,3.115
2013-01-21,3.1073
2013-01-22,3.1039
2013-01-23,3.104
2013-01-24,3.0975
2013-01-25,3.1044
2013-01-26,3.099
2013-01-27,3.0929
2013-01-28,3.0829
2013-01-29,3.0743
2013-01-30,3.0711
2013-01-31,3.0666
2013-02-01,3.061
2013-02-02,3.0516
2013-02-03,3.0468
2013-02-04,3.0402
2013-02-05,3.0339
2013-02-06,3.025
2013-02-07,3.0166
2013-02-08,3.008
2013-02-09,3.0022
2013-02-10,2.9938
2013-02-11,2.9866
2013-02-12,2.9818
2013-02-13,2.9785
2013-02-14,2.9752
2013-02-15,2.9732
2013-02-16,2.9711
2013-02-17,2.9613
2013-02-18,2.9538
2013-02-19,2.9463
2013-02-20,2.9417
2013-02-21,2.9396
2013-02-22,2.9318
2013-02-23,2.924
2013-02-24,2.919
2013-02-25,2.9103
2013-02-26,2.9028
2013-02-27,2.896
2013-02-28,2.8877
2013-03-01,2.8793
2013-03-02,2.8713
2013-03-03,2.8658
2013-03-04,2.8594
2013-03-05,2.8534
2013-03-06,2.853
2013-03-07,2.8531
2013-03-08,2.8535
2013-03-09,2.8499
2013-03-10,2.848
2013-03-11,2.8364
2013-03-12,2.8309
2013-03-13,2.8247
2013-03-14,2.8159
2013-03-15,2.8048
2013-03-16,2.7871
2013-03-17,2.7717
2013-03-18,2.7646
2013-03-19,2.7585
2013-03-20,2.7553
2013-03-21,2.7473
2013-03-22,2.7426
2013-03-23,2.7363
2013-03-24,2.7312
2013-03-25,2.7211
2013-03-26,2.7135
2013-03-27,2.7007
2013-03-28,2.6888
2013-03-29,2.6877
2013-03-30,2.6801
2013-03-31,2.6893
2013-04-01,2.6859
2013-04-02,2.674
2013-04-03,2.6576
2013-04-04,2.6375
2013-04-05,2.6214
2013-04-06,2.6068
2013-04-07,2.5884
2013-04-08,2.5725
2013-04-09,2.5466
2013-04-10,2.5356
2013-04-11,2.5268
2013-04-12,2.5154
2013-04-13,2.5014
2013-04-14,2.485
2013-04-15,2.4683
2013-04-16,2.4407
2013-04-17,2.4246
2013-04-18,2.4004
2013-04-19,2.3893
2013-04-20,2.3711
2013-04-21,2.3581
2013-04-22,2.342
2013-04-23,2.3178
2013-04-24,2.3048
2013-04-25,2.2907
2013-04-26,2.2753
2013-04-27,2.2577
2013-04-28,2.243
2013-04-29,2.2067
2013-04-30,2.1873
2013-05-01,2.177
2013-05-02,2.1644
2013-05-03,2.1503
2013-05-04,2.1383
2013-05-05,2.1152
2013-05-06,2.1016
2013-05-07,2.0848
2013-05-08,2.0615
2013-05-09,2.0367
2013-05-10,2.0235
2013-05-11,2.0037
2013-05-12,1.9935
2013-05-13,1.9796
2013-05-14,1.9634
2013-05-15,1.951
2013-05-16,1.9388
2013-05-17,1.9192
2013-05-18,1.9132
2013-05-19,1.9087
2013-05-20,1.9011
2013-05-21,1.8868
2013-05-22,1.8771
2013-05-23,1.8684
2013-05-24,1.8625
2013-05-25,1.8562
2013-05-26,1.8522
2013-05-27,1.8472
2013-05-28,1.8399
2013-05-29,1.8347
2013-05-30,1.8302
2013-05-31,1.8256
2013-06-01,1.8211
2013-06-02,1.8176
2013-06-03,1.8147
2013-06-04,1.8111
2013-06-05,1.8074
2013-06-06,1.7998
2013-06-07,1.7972
2013-06-08,1.7955
2013-06-09,1.7932
2013-06-10,1.7918
2013-06-11,1.7892
2013-06-12,1.7841
2013-06-13,1.7806
2013-06-14,1.7777
2013-06-15,1.7764
2013-06-16,1.776
2013-06-17,1.775
2013-06-18,1.7727
2013-06-19,1.7719
2013-06-20,1.7695
2013-06-21,1.7693
2013-06-22,1.7691
2013-06-23,1.7672
2013-06-24,1.7664
2013-06-25,1.7647
2013-06-26,1.7634
2013-06-27,1.7609
2013-06-28,1.7596
2013-06-29,1.7584
2013-06-30,1.7539
2013-07-01,1.7519
2013-07-02,1.7502
2013-07-03,1.7488
2013-07-04,1.7461
2013-07-05,1.7446
2013-07-06,1.7426
2013-07-07,1.7429
2013-07-08,1.7407
2013-07-09,1.7392
2013-07-10,1.7386
2013-07-11,1.7335
2013-07-12,1.7279
2013-07-13,1.7253
2013-07-14,1.7237
2013-07-15,1.7218
2013-07-16,1.7198
2013-07-17,1.7178
2013-07-18,1.7162
2013-07-19,1.7149
2013-07-20,1.7127
2013-07-21,1.7104
2013-07-22,1.7092
2013-07-23,1.708
2013-07-24,1.7056
2013-07-25,1.7033
2013-07-26,1.7036
2013-07-27,1.7027
2013-07-28,1.7021
2013-07-29,1.7015
2013-07-30,1.7009
2013-07-31,1.7003
2013-08-01,1.7012
2013-08-02,1.6917
2013-08-03,1.6906
2013-08-04,1.691
2013-08-05,1.6916
2013-08-06,1.6904
2013-08-07,1.6894
2013-08-08,1.6868
2013-08-09,1.6864
2013-08-10,1.6852
2013-08-11,1.6841
2013-08-12,1.6837
2013-08-13,1.686
2013-08-14,1.6897
2013-08-15,1.691
2013-08-16,1.6903
2013-08-17,1.6895
2013-08-18,1.6887
2013-08-19,1.6875
2013-08-20,1.6866
2013-08-21,1.6861
2013-08-22,1.6856
2013-08-23,1.6837
2013-08-24,1.6851
2013-08-25,1.6847
2013-08-26,1.6867
2013-08-27,1.6857
2013-08-28,1.6878
2013-08-29,1.6857
2013-08-30,1.6836
2013-08-31,1.6829
2013-09-01,1.6776
2013-09-02,1.6759
2013-09-03,1.6741
2013-09-04,1.6762
2013-09-05,1.6759
2013-09-06,1.6735
2013-09-07,1.6722
2013-09-08,1.6703
2013-09-09,1.6694
2013-09-10,1.6685
2013-09-11,1.6678
2013-09-12,1.6655
2013-09-13,1.6645
2013-09-14,1.6627
2013-09-15,1.6612
2013-09-16,1.6617
2013-09-17,1.6627
2013-09-18,1.6616
2013-09-19,1.6608
2013-09-20,1.6583
2013-09-21,1.6557
2013-09-22,1.6536
2013-09-23,1.6514
2013-09-24,1.6496
2013-09-25,1.6475
2013-09-26,1.6449
2013-09-27,1.6439
2013-09-28,1.6426
2013-09-29,1.642
2013-09-30,1.6407
2013-10-01,1.6388
2013-10-02,1.6359
2013-10-03,1.6379
2013-10-04,1.6379
2013-10-05,1.6351
2013-10-06,1.6331
2013-10-07,1.6332
2013-10-08,1.6329
2013-10-09,1.6293
2013-10-10,1.6281
2013-10-11,1.6266
2013-10-12,1.6249
2013-10-13,1.626
2013-10-14,1.6226
2013-10-15,1.6228
2013-10-16,1.6222
2013-10-17,1.6207
2013-10-18,1.6195
2013-10-19,1.6192
2013-10-20,1.6205
2013-10-21,1.6193
2013-10-22,1.6185
2013-10-23,1.6183
2013-10-24,1.6191
2013-10-25,1.6225
2013-10-26,1.6231
2013-10-27,1.6225
2013-10-28,1.6213
2013-10-29,1.6203
2013-10-30,1.6187
2013-10-31,1.6172
2013-11-01,1.6159
2013-11-02,1.6144
2013-11-03,1.6154
2013-11-04,1.6158
2013-11-05,1.6154
2013-11-06,1.6153
2013-11-07,1.6181
2013-11-08,1.6198
2013-11-09,1.621
2013-11-10,1.6216
2013-11-11,1.6206
2013-11-12,1.6191
2013-11-13,1.6158
2013-11-14,1.6143
2013-11-15,1.6118
2013-11-16,1.6085
2013-11-17,1.6041
2013-11-18,1.6029
2013-11-19,1.6025
2013-11-20,1.6085
2013-11-21,1.6068
2013-11-22,1.6136
2013-11-23,1.6111
2013-11-24,1.6097
2013-11-25,1.6094
2013-11-26,1.6053
2013-11-27,1.603
2013-11-28,1.6017
2013-11-29,1.5981
2013-11-30,1.5972
2013-12-01,1.5931
2013-12-02,1.5936
2013-12-03,1.5907
2013-12-04,1.5868
2013-12-05,1.5851
2013-12-06,1.5828
2013-12-07,1.5784
2013-12-08,1.5741
2013-12-09,1.5699
2013-12-10,1.5639
2013-12-11,1.5646
2013-12-12,1.5606
2013-12-13,1.5565
2013-12-14,1.5534
2013-12-15,1.5569
2013-12-16,1.559
2013-12-17,1.5546
2013-12-18,1.5512
2013-12-19,1.5501
2013-12-20,1.5458
2013-12-21,1.5452
2013-12-22,1.5417
2013-12-23,1.5398
2013-12-24,1.5316
2013-12-25,1.528
2013-12-26,1.5241
2013-12-27,1.524
2013-12-28,1.5198
2013-12-29,1.5191
2013-12-30,1.5208
2013-12-31,1.5143
2014-01-01,1.5123
2014-01-02,1.5085
2014-01-03,1.5062
2014-01-04,1.5045
2014-01-05,1.5026
2014-01-06,1.5027
2014-01-07,1.5003
2014-01-08,1.4973
2014-01-09,1.4918
2014-01-10,1.488
2014-01-11,1.4846
2014-01-12,1.4818
2014-01-13,1.4791
2014-01-14,1.4709
2014-01-15,1.4686
2014-01-16,1.4641
2014-01-17,1.4622
2014-01-18,1.4573
2014-01-19,1.4545
2014-01-20,1.4524
2014-01-21,1.4472
2014-01-22,1.445
2014-01-23,1.4409
2014-01-24,1.4386
2014-01-25,1.4347
2014-01-26,1.4323
2014-01-27,1.4301
2014-01-28,1.4227
2014-01-29,1.4198
2014-01-30,1.4161
2014-01-31,1.4121
2014-02-01,1.4076
2014-02-02,1.4035
2014-02-03,1.4018
2014-02-04,1.3956
2014-02-05,1.3924
2014-02-06,1.3891
2014-02-07,1.3858
2014-02-08,1.3844
2014-02-09,1.3803
2014-02-10,1.3771
2014-02-11,1.3708
2014-02-12,1.3693
2014-02-13,1.3784
2014-02-14,1.3778
2014-02-15,1.3766
2014-02-16,1.3741
2014-02-17,1.3737
2014-02-18,1.3662
2014-02-19,1.3642
2014-02-20,1.3617
2014-02-21,1.3588
2014-02-22,1.3552
2014-02-23,1.3521
2014-02-24,1.3493
2014-02-25,1.3421
2014-02-26,1.3398
2014-02-27,1.3378
2014-02-28,1.3334
2014-03-01,1.3353
2014-03-02,1.3325
2014-03-03,1.3296
2014-03-04,1.3247
2014-03-05,1.3239
2014-03-06,1.3226
2014-03-07,1.3201
2014-03-08,1.3178
2014-03-09,1.3143
2014-03-10,1.3097
2014-03-11,1.3046
2014-03-12,1.3022
2014-03-13,1.3003
2014-03-14,1.298
2014-03-15,1.2998
2014-03-16,1.2975
2014-03-17,1.2939
2014-03-18,1.2881
2014-03-19,1.2855
2014-03-20,1.2824
2014-03-21,1.2818
2014-03-22,1.2819
2014-03-23,1.2837
2014-03-24,1.2798
2014-03-25,1.275
2014-03-26,1.2727
2014-03-27,1.2712
2014-03-28,1.2702
2014-03-29,1.2676
2014-03-30,1.2638
2014-03-31,1.257
2014-04-01,1.2555
2014-04-02,1.2531
2014-04-03,1.2515
2014-04-04,1.2519
2014-04-05,1.2499
2014-04-06,1.248
2014-04-07,1.2405
2014-04-08,1.2384
2014-04-09,1.2373
2014-04-10,1.2359
2014-04-11,1.2344
2014-04-12,1.233
2014-04-13,1.2318
2014-04-14,1.2247
2014-04-15,1.2244
2014-04-16,1.2254
2014-04-17,1.2264
2014-04-18,1.2254
2014-04-19,1.2237
2014-04-20,1.2227
2014-04-21,1.2164
2014-04-22,1.2146
2014-04-23,1.2118
2014-04-24,1.21
2014-04-25,1.2093
2014-04-26,1.207
2014-04-27,1.2062
2014-04-28,1.2001
2014-04-29,1.1973
2014-04-30,1.1965
2014-05-01,1.1957
2014-05-02,1.1935
2014-05-03,1.1915
2014-05-04,1.1901
2014-05-05,1.1834
2014-05-06,1.1815
2014-05-07,1.1801
2014-05-08,1.1783
2014-05-09,1.1774
2014-05-10,1.1758
2014-05-11,1.174
2014-05-12,1.1666
2014-05-13,1.1666
2014-05-14,1.1654
2014-05-15,1.1641
2014-05-16,1.1631
2014-05-17,1.1628
2014-05-18,1.1639
2014-05-19,1.1584
2014-05-20,1.1599
2014-05-21,1.1596
2014-05-22,1.1601
2014-05-23,1.1603
2014-05-24,1.1599
2014-05-25,1.1591
2014-05-26,1.1543
2014-05-27,1.1544
2014-05-28,1.1543
2014-05-29,1.1541
2014-05-30,1.1533
2014-05-31,1.1529
2014-06-01,1.1517
2014-06-02,1.1478
2014-06-03,1.1472
2014-06-04,1.1469
2014-06-05,1.1454
2014-06-06,1.1446
2014-06-07,1.1443
2014-06-08,1.1424
2014-06-09,1.1373
2014-06-10,1.1368
2014-06-11,1.1364
2014-06-12,1.1355
2014-06-13,1.1353
2014-06-14,1.1339
2014-06-15,1.1321
2014-06-16,1.1255
2014-06-17,1.125
2014-06-18,1.1221
2014-06-19,1.1209
2014-06-20,1.1204
2014-06-21,1.119
2014-06-22,1.1174
2014-06-23,1.1115
2014-06-24,1.11
2014-06-25,1.1094
2014-06-26,1.108
2014-06-27,1.1065
2014-06-28,1.1049
2014-06-29,1.1044
2014-06-30,1.0974
2014-07-01,1.0984
2014-07-02,1.099
2014-07-03,1.0987
2014-07-04,1.0975
2014-07-05,1.0959
2014-07-06,1.094
2014-07-07,1.0877
2014-07-08,1.0858
2014-07-09,1.0837
2014-07-10,1.0837
2014-07-11,1.0832
2014-07-12,1.0826
2014-07-13,1.0792
2014-07-14,1.0737
2014-07-15,1.0727
2014-07-16,1.0713
2014-07-17,1.0707
2014-07-18,1.0697
2014-07-19,1.07
2014-07-20,1.0689
2014-07-21,1.0625
2014-07-22,1.0619
2014-07-23,1.0617
2014-07-24,1.0608
2014-07-25,1.0599
2014-07-26,1.0588
2014-07-27,1.0571
2014-07-28,1.0517
2014-07-29,1.0509
2014-07-30,1.0497
2014-07-31,1.0496
2014-08-01,1.0492
2014-08-02,1.0475
2014-08-03,1.0463
2014-08-04,1.0409
2014-08-05,1.0413
2014-08-06,1.0406
2014-08-07,1.0395
2014-08-08,1.0388
2014-08-09,1.0387
2014-08-10,1.0378
2014-08-11,1.0324
2014-08-12,1.0316
2014-08-13,1.0303
2014-08-14,1.0307
2014-08-15,1.0315
2014-08-16,1.0317
2014-08-17,1.0356
2014-08-18,1.0293
2014-08-19,1.0281
2014-08-20,1.027
2014-08-21,1.0259
2014-08-22,1.0244
2014-08-23,1.0237
2014-08-24,1.0228
2014-08-25,1.0165
2014-08-26,1.0155
2014-08-27,1.0156
2014-08-28,1.016
2014-08-29,1.0136
2014-08-30,1.0126
2014-08-31,1.0106
2014-09-01,1.006
2014-09-02,1.0034
2014-09-03,1.0031
2014-09-04,1.0033
2014-09-05,1.0027
2014-09-06,1.0019
2014-09-07,1.001
2014-09-08,0.9917
2014-09-09,0.9913
2014-09-10,0.994
2014-09-11,0.9959
2014-09-12,0.9949
2014-09-13,0.9943
2014-09-14,0.9932
2014-09-15,0.9853
2014-09-16,0.9862
2014-09-17,0.9867
2014-09-18,0.9865
2014-09-19,0.9859
2014-09-20,0.9859
2014-09-21,0.9854
2014-09-22,0.9783
2014-09-23,0.9778
2014-09-24,0.9772
2014-09-25,0.9755
2014-09-26,0.9748
2014-09-27,0.9743
2014-09-28,0.9721
2014-09-29,0.9649
2014-09-30,0.9656
2014-10-01,0.9645
2014-10-02,0.9618
2014-10-03,0.9609
2014-10-04,0.9578
2014-10-05,0.9568
2014-10-06,0.9499
2014-10-07,0.9495
2014-10-08,0.9498
2014-10-09,0.9496
2014-10-10,0.9494
2014-10-11,0.9482
2014-10-12,0.9475
2014-10-13,0.9408
2014-10-14,0.9398
2014-10-15,0.9412
2014-10-16,0.9404
2014-10-17,0.9405
2014-10-18,0.9406
2014-10-19,0.9394
2014-10-20,0.9325
2014-10-21,0.9328
2014-10-22,0.9328
2014-10-23,0.9324
2014-10-24,0.9328
2014-10-25,0.9329
2014-10-26,0.9283
2014-10-27,0.9254
2014-10-28,0.9245
2014-10-29,0.924
2014-10-30,0.9234
2014-10-31,0.9229
2014-11-01,0.923
2014-11-02,0.9224
2014-11-03,0.9147
2014-11-04,0.9153
2014-11-05,0.9153
2014-11-06,0.9151
2014-11-07,0.9158
2014-11-08,0.9176
2014-11-09,0.9179
2014-11-10,0.9109
2014-11-11,0.9107
2014-11-12,0.9115
2014-11-13,0.9114
2014-11-14,0.9124
2014-11-15,0.9105
2014-11-16,0.9102
2014-11-17,0.9034
2014-11-18,0.9047
2014-11-19,0.9043
2014-11-20,0.9041
2014-11-21,0.9036
2014-11-22,0.9035
2014-11-23,0.9025
2014-11-24,0.8952
2014-11-25,0.8956
2014-11-26,0.8964
2014-11-27,0.8961
2014-11-28,0.8955
2014-11-29,0.8953
2014-11-30,0.8952
2014-12-01,0.8894
2014-12-02,0.8891
2014-12-03,0.8892
2014-12-04,0.889
2014-12-05,0.8893
2014-12-06,0.8867
2014-12-07,0.8864
2014-12-08,0.8796
2014-12-09,0.8804
2014-12-10,0.8805
2014-12-11,0.8804
2014-12-12,0.88
2014-12-13,0.8785
2014-12-14,0.8785
2014-12-15,0.8719
2014-12-16,0.8722
2014-12-17,0.8722
2014-12-18,0.8726
2014-12-19,0.8719
2014-12-20,0.8711
2014-12-21,0.8678
2014-12-22,0.865
2014-12-23,0.8654
2014-12-24,0.8664
2014-12-25,0.8666
2014-12-26,0.8658
2014-12-27,0.8649
2014-12-28,0.8637
2014-12-29,0.8581
2014-12-30,0.859
2014-12-31,0.8584
2015-01-01,0.8583
2015-01-02,0.8578
2015-01-03,0.8558
2015-01-04,0.8526
2015-01-05,0.8507
2015-01-06,0.8505
2015-01-07,0.8508
2015-01-08,0.851
2015-01-09,0.8505
2015-01-10,0.8491
2015-01-11,0.8444
2015-01-12,0.842
2015-01-13,0.842
2015-01-14,0.8428
2015-01-15,0.843
2015-01-16,0.8419
2015-01-17,0.8403
2015-01-18,0.8354
2015-01-19,0.833
2015-01-20,0.8328
2015-01-21,0.8321
2015-01-22,0.8321
2015-01-23,0.8329
2015-01-24,0.8322
2015-01-25,0.832
2015-01-26,0.8256
2015-01-27,0.8262
2015-01-28,0.8266
2015-01-29,0.8274
2015-01-30,0.8265
2015-01-31,0.8256
2015-02-01,0.8216
2015-02-02,0.8195
2015-02-03,0.8197
2015-02-04,0.8195
2015-02-05,0.8189
2015-02-06,0.8195
2015-02-07,0.8174
2015-02-08,0.8174
2015-02-09,0.8107
2015-02-10,0.8111
2015-02-11,0.811
2015-02-12,0.8108
2015-02-13,0.8074
2015-02-14,0.7986
2015-02-15,0.7995
2015-02-16,0.7941
2015-02-17,0.7922
2015-02-18,0.7883
2015-02-19,0.7883
2015-02-20,0.7882
2015-02-21,0.7895
2015-02-22,0.7873
2015-02-23,0.7851
2015-02-24,0.7844
2015-02-25,0.7845
2015-02-26,0.7847
2015-02-27,0.7847
2015-02-28,0.7851
2015-03-01,0.7837
2015-03-02,0.7821
2015-03-03,0.7827
2015-03-04,0.784
2015-03-05,0.7842
2015-03-06,0.786
2015-03-07,0.7878
2015-03-08,0.7856
2015-03-09,0.7835
2015-03-10,0.7841
2015-03-11,0.7855
2015-03-12,0.788
2015-03-13,0.7903
2015-03-14,0.7902
2015-03-15,0.7873
2015-03-16,0.784
2015-03-17,0.7836
2015-03-18,0.7829
2015-03-19,0.7838
2015-03-20,0.7849
2015-03-21,0.7843
2015-03-22,0.7815
2015-03-23,0.7792
2015-03-24,0.7783
2015-03-25,0.7785
2015-03-26,0.7781
2015-03-27,0.7779
2015-03-28,0.7771
2015-03-29,0.7756
2015-03-30,0.7727
2015-03-31,0.7726
2015-04-01,0.7717
2015-04-02,0.7714
2015-04-03,0.7711
2015-04-04,0.7722
2015-04-05,0.7698
2015-04-06,0.7672
2015-04-07,0.767
2015-04-08,0.7672
2015-04-09,0.7668
2015-04-10,0.7664
2015-04-11,0.7656
2015-04-12,0.7627
2015-04-13,0.7599
2015-04-14,0.7601
2015-04-15,0.7599
2015-04-16,0.7599
2015-04-17,0.7595
2015-04-18,0.7587
2015-04-19,0.7561
2015-04-20,0.7536
2015-04-21,0.7531
2015-04-22,0.7536
2015-04-23,0.7533
2015-04-24,0.7532
2015-04-25,0.7538
2015-04-26,0.7508
2015-04-27,0.7486
2015-04-28,0.7484
2015-04-29,0.7485
2015-04-30,0.7487
2015-05-01,0.7489
2015-05-02,0.7483
2015-05-03,0.745
2015-05-04,0.7428
2015-05-05,0.7426
2015-05-06,0.7423
2015-05-07,0.7417
2015-05-08,0.7412
2015-05-09,0.7385
2015-05-10,0.7376
2015-05-11,0.7359
2015-05-12,0.7358
2015-05-13,0.7357
2015-05-14,0.7352
2015-05-15,0.7347
2015-05-16,0.7339
2015-05-17,0.731
2015-05-18,0.7297
2015-05-19,0.729
2015-05-20,0.729
2015-05-21,0.7284
2015-05-22,0.7277
2015-05-23,0.727
2015-05-24,0.7258
2015-05-25,0.7221
2015-05-26,0.7211
2015-05-27,0.7205
2015-05-28,0.7212
2015-05-29,0.7214
2015-05-30,0.7204
2015-05-31,0.717
2015-06-01,0.7147
2015-06-02,0.7144
2015-06-03,0.7147
2015-06-04,0.7143
2015-06-05,0.7138
2015-06-06,0.7131
2015-06-07,0.7102
2015-06-08,0.7089
2015-06-09,0.7088
2015-06-10,0.709
2015-06-11,0.7089
