"profit_dfs_nr","profit","arima_size","forecast_days","window_week_start_day","first_forecast_date","last_forecast_date","twitter_sent_regs","btc_tec_regs","btc_tec_regs_lag1_only","twitter_and_btc_regs_and_lag1"
271,-1258.54995539,90,20,4,"2018-05-03","2018-05-22",FALSE,FALSE,FALSE,FALSE
272,2636.14995539002,90,20,4,"2018-05-03","2018-05-22",TRUE,FALSE,FALSE,FALSE
273,-1627.74995538998,90,20,4,"2018-05-03","2018-05-22",FALSE,TRUE,FALSE,FALSE
274,2636.14995539002,90,20,4,"2018-05-03","2018-05-22",TRUE,TRUE,FALSE,FALSE
275,-1056.94995538999,90,20,4,"2018-05-03","2018-05-22",FALSE,FALSE,TRUE,FALSE
276,2058.74995539002,90,20,4,"2018-05-03","2018-05-22",FALSE,FALSE,FALSE,TRUE
277,-2264.2,90,20,5,"2018-05-04","2018-05-23",FALSE,FALSE,FALSE,FALSE
278,3641.80000000002,90,20,5,"2018-05-04","2018-05-23",TRUE,FALSE,FALSE,FALSE
279,-2633.39999999998,90,20,5,"2018-05-04","2018-05-23",FALSE,TRUE,FALSE,FALSE
280,3641.80000000002,90,20,5,"2018-05-04","2018-05-23",TRUE,TRUE,FALSE,FALSE
281,-154.899910780005,90,20,5,"2018-05-04","2018-05-23",FALSE,FALSE,TRUE,FALSE
282,2479.00000000002,90,20,5,"2018-05-04","2018-05-23",FALSE,FALSE,FALSE,TRUE
283,-2126.30000000001,90,20,6,"2018-05-05","2018-05-24",FALSE,FALSE,FALSE,FALSE
284,2713.10000000003,90,20,6,"2018-05-05","2018-05-24",TRUE,FALSE,FALSE,FALSE
285,-1160.19991078003,90,20,6,"2018-05-05","2018-05-24",FALSE,TRUE,FALSE,FALSE
286,2713.10000000003,90,20,6,"2018-05-05","2018-05-24",TRUE,TRUE,FALSE,FALSE
287,571.899999999992,90,20,6,"2018-05-05","2018-05-24",FALSE,FALSE,TRUE,FALSE
288,2713.10000000003,90,20,6,"2018-05-05","2018-05-24",FALSE,FALSE,FALSE,TRUE
289,-2404.50000000001,90,20,7,"2018-05-06","2018-05-25",FALSE,FALSE,FALSE,FALSE
290,2751.30000000003,90,20,7,"2018-05-06","2018-05-25",TRUE,FALSE,FALSE,FALSE
291,-2378.89999999999,90,20,7,"2018-05-06","2018-05-25",FALSE,TRUE,FALSE,FALSE
292,2751.30000000003,90,20,7,"2018-05-06","2018-05-25",TRUE,TRUE,FALSE,FALSE
293,788.800089219991,90,20,7,"2018-05-06","2018-05-25",FALSE,FALSE,TRUE,FALSE
294,2751.30000000003,90,20,7,"2018-05-06","2018-05-25",FALSE,FALSE,FALSE,TRUE
295,-1853.00000000001,100,20,1,"2018-05-10","2018-05-29",FALSE,FALSE,FALSE,FALSE
296,3251.00000000001,100,20,1,"2018-05-10","2018-05-29",TRUE,FALSE,FALSE,FALSE
297,-1964.19999999999,100,20,1,"2018-05-10","2018-05-29",FALSE,TRUE,FALSE,FALSE
298,3251.00000000001,100,20,1,"2018-05-10","2018-05-29",TRUE,TRUE,FALSE,FALSE
299,-814.299910779995,100,20,1,"2018-05-10","2018-05-29",FALSE,FALSE,TRUE,FALSE
300,3251.00000000001,100,20,1,"2018-05-10","2018-05-29",FALSE,FALSE,FALSE,TRUE
301,-1642.87914693001,100,20,2,"2018-05-11","2018-05-30",FALSE,FALSE,FALSE,FALSE
302,3524.47914693001,100,20,2,"2018-05-11","2018-05-30",TRUE,FALSE,FALSE,FALSE
303,-1642.87914693001,100,20,2,"2018-05-11","2018-05-30",FALSE,TRUE,FALSE,FALSE
304,3524.47914693001,100,20,2,"2018-05-11","2018-05-30",TRUE,TRUE,FALSE,FALSE
305,207.979236149986,100,20,2,"2018-05-11","2018-05-30",FALSE,FALSE,TRUE,FALSE
306,3040.87914693001,100,20,2,"2018-05-11","2018-05-30",FALSE,FALSE,FALSE,TRUE
307,-926.59999999999,100,20,3,"2018-05-12","2018-05-31",FALSE,FALSE,FALSE,FALSE
308,2808.19999999999,100,20,3,"2018-05-12","2018-05-31",TRUE,FALSE,FALSE,FALSE
309,195.658383079989,100,20,3,"2018-05-12","2018-05-31",FALSE,TRUE,FALSE,FALSE
310,2808.19999999999,100,20,3,"2018-05-12","2018-05-31",TRUE,TRUE,FALSE,FALSE
311,-286.941616920013,100,20,3,"2018-05-12","2018-05-31",FALSE,FALSE,TRUE,FALSE
312,2324.59999999999,100,20,3,"2018-05-12","2018-05-31",FALSE,FALSE,FALSE,TRUE
313,-949.79999999999,100,20,4,"2018-05-13","2018-06-01",FALSE,FALSE,FALSE,FALSE
314,2714.59999999999,100,20,4,"2018-05-13","2018-06-01",TRUE,FALSE,FALSE,FALSE
315,-1342.99999999997,100,20,4,"2018-05-13","2018-06-01",FALSE,TRUE,FALSE,FALSE
316,2714.59999999999,100,20,4,"2018-05-13","2018-06-01",TRUE,TRUE,FALSE,FALSE
317,-1038.14161692001,100,20,4,"2018-05-13","2018-06-01",FALSE,FALSE,TRUE,FALSE
318,2714.59999999999,100,20,4,"2018-05-13","2018-06-01",FALSE,FALSE,FALSE,TRUE
319,-1045.5,100,20,5,"2018-05-14","2018-06-02",FALSE,FALSE,FALSE,FALSE
320,2384.69999999998,100,20,5,"2018-05-14","2018-06-02",TRUE,FALSE,FALSE,FALSE
321,-2383.49999999998,100,20,5,"2018-05-14","2018-06-02",FALSE,TRUE,FALSE,FALSE
322,2384.69999999998,100,20,5,"2018-05-14","2018-06-02",TRUE,TRUE,FALSE,FALSE
323,-230.799910780002,100,20,5,"2018-05-14","2018-06-02",FALSE,FALSE,TRUE,FALSE
324,1315.69999999998,100,20,5,"2018-05-14","2018-06-02",FALSE,FALSE,FALSE,TRUE
325,-952.79999999999,100,20,6,"2018-05-15","2018-06-03",FALSE,FALSE,FALSE,FALSE
326,853.799999999988,100,20,6,"2018-05-15","2018-06-03",TRUE,FALSE,FALSE,FALSE
327,-146.49991078001,100,20,6,"2018-05-15","2018-06-03",FALSE,TRUE,FALSE,FALSE
328,853.799999999988,100,20,6,"2018-05-15","2018-06-03",TRUE,TRUE,FALSE,FALSE
329,635.441706139989,100,20,6,"2018-05-15","2018-06-03",FALSE,FALSE,TRUE,FALSE
330,853.799999999988,100,20,6,"2018-05-15","2018-06-03",FALSE,FALSE,FALSE,TRUE
331,-979.2,100,20,7,"2018-05-16","2018-06-04",FALSE,FALSE,FALSE,FALSE
332,880.199999999998,100,20,7,"2018-05-16","2018-06-04",TRUE,FALSE,FALSE,FALSE
333,-869.441706139999,100,20,7,"2018-05-16","2018-06-04",FALSE,TRUE,FALSE,FALSE
334,880.199999999998,100,20,7,"2018-05-16","2018-06-04",TRUE,TRUE,FALSE,FALSE
335,181.14179535996,100,20,7,"2018-05-16","2018-06-04",FALSE,FALSE,TRUE,FALSE
336,880.199999999998,100,20,7,"2018-05-16","2018-06-04",FALSE,FALSE,FALSE,TRUE
