0,1520380800.0,18031.505634220000502,20694.199945429998479,17861.751758059999702,20614.815890959998796,1.0000000000000000159e+100,
1,1520467200.0,20613.850143730000127,21781.252048359998298,18045.186913929999719,18340.321659199998976,1.0000000000000000159e+100,
2,1520553600.0,18271.055715649999911,19709.40951836000022,17572.408858380000311,19112.596633839999413,1.0000000000000000159e+100,
3,1520640000.0,19113.057766130001255,21127.72762086000148,19091.386129329999676,20975.018993419998878,1.0000000000000000159e+100,
4,1520726400.0,20964.936954180000612,22363.887224409998453,17042.548749339999631,17180.215603199998441,1.0000000000000000159e+100,
5,1520812800.0,17150.279375099999015,20360.389284559998487,15741.31896523999967,20360.389284559998487,1.0000000000000000159e+100,
6,1520899200.0,20354.24553952000133,22681.055580169999303,20354.24553952000133,22000.047204160000547,1.0000000000000000159e+100,
7,1520985600.0,21998.958441149999999,27414.949718970001413,21955.629005589998997,27074.228503220001585,1.0000000000000000159e+100,
8,1521072000.0,27077.51438694999888,28390.927613160001783,26510.932686069998454,26918.042430369998328,1.0000000000000000159e+100,
9,1521158400.0,26917.693047000000661,28648.77005022999947,25735.014079079999647,26071.196713350000209,1.0000000000000000159e+100,
10,1521244800.0,26009.397147769999719,26982.40617426999961,25743.410236569998233,25877.405371559998457,1.0000000000000000159e+100,
11,1521331200.0,25855.20730734999961,25906.929440430001705,21745.281223080000927,21950.91613118999885,1.0000000000000000159e+100,
12,1521417600.0,21975.693955139999161,23435.485298100000364,20753.809975110001687,22777.729461049999372,1.0000000000000000159e+100,
13,1521504000.0,22767.758122110000841,23187.600651619999553,21058.490795040001103,22517.609915050001291,1.0000000000000000159e+100,
14,1521590400.0,22492.257129580000765,23012.937235779998446,22257.199438939998799,22722.804847150000569,1.0000000000000000159e+100,
15,1521676800.0,22691.103610250000202,23747.358373740000388,21348.286498800000118,22901.277140620000864,1.0000000000000000159e+100,
16,1521763200.0,22893.533723100001225,22944.651835900000151,21759.598475710001367,22224.255373389998567,1.0000000000000000159e+100,
17,1521849600.0,22097.190855580000061,22097.190855580000061,20789.651433530001668,21968.060363479999069,1.0000000000000000159e+100,
18,1521936000.0,21918.972795969999424,23102.043946149999101,21844.090178869999363,23057.720337359998666,1.0000000000000000159e+100,
19,1522022400.0,23055.271527439999772,25550.414697150001302,23055.271527439999772,24180.495356240000547,1.0000000000000000159e+100,
20,1522108800.0,24193.403569369998877,24193.403569369998877,22783.964128349998646,23561.027186980001716,1.0000000000000000159e+100,
21,1522195200.0,23534.851032649999979,24700.034068239998305,23534.851032649999979,24374.11662029999934,1.0000000000000000159e+100,
22,1522281600.0,24373.777076689999376,27776.721310130000347,23924.546318609998707,27429.780920050001441,1.0000000000000000159e+100,
23,1522368000.0,27413.763039170000411,28419.400953249998565,25786.852266139998392,26947.113633180000761,1.0000000000000000159e+100,
24,1522454400.0,26946.587296959998639,28473.81715401999827,25294.454659229999379,28177.523692980001215,1.0000000000000000159e+100,
