"profit_dfs_nr","profit","arima_size","forecast_days","window_week_start_day","first_forecast_date","last_forecast_date","twitter_sent_regs","btc_tec_regs"
1,1526.7,30,20,1,"2018-07-12","2018-07-31",FALSE,FALSE
2,1255.5,30,20,1,"2018-07-12","2018-07-31",TRUE,FALSE
3,1867.5,30,20,1,"2018-07-12","2018-07-31",FALSE,TRUE
4,1315.5,30,20,1,"2018-07-12","2018-07-31",TRUE,TRUE
5,1780.8,30,20,2,"2018-07-13","2018-08-01",FALSE,FALSE
6,1509.6,30,20,2,"2018-07-13","2018-08-01",TRUE,FALSE
7,2121.6,30,20,2,"2018-07-13","2018-08-01",FALSE,TRUE
8,1569.6,30,20,2,"2018-07-13","2018-08-01",TRUE,TRUE
9,1822.6,30,20,3,"2018-07-14","2018-08-02",FALSE,FALSE
10,1551.4,30,20,3,"2018-07-14","2018-08-02",TRUE,FALSE
11,2163.4,30,20,3,"2018-07-14","2018-08-02",FALSE,TRUE
12,1611.4,30,20,3,"2018-07-14","2018-08-02",TRUE,TRUE
13,1967.8,30,20,4,"2018-07-15","2018-08-03",FALSE,FALSE
14,1466.2,30,20,4,"2018-07-15","2018-08-03",TRUE,FALSE
15,2248.6,30,20,4,"2018-07-15","2018-08-03",FALSE,TRUE
16,1696.6,30,20,4,"2018-07-15","2018-08-03",TRUE,TRUE
17,2277.38434507,30,20,5,"2018-07-16","2018-08-04",FALSE,FALSE
18,1775.78434507,30,20,5,"2018-07-16","2018-08-04",TRUE,FALSE
19,2558.18434507,30,20,5,"2018-07-16","2018-08-04",FALSE,TRUE
20,2006.18434507,30,20,5,"2018-07-16","2018-08-04",TRUE,TRUE
21,1882.8,30,20,6,"2018-07-17","2018-08-05",FALSE,FALSE
22,1381.2,30,20,6,"2018-07-17","2018-08-05",TRUE,FALSE
23,2163.6,30,20,6,"2018-07-17","2018-08-05",FALSE,TRUE
24,1611.6,30,20,6,"2018-07-17","2018-08-05",TRUE,TRUE
25,1207.6,30,20,7,"2018-07-18","2018-08-06",FALSE,FALSE
26,875.200000000001,30,20,7,"2018-07-18","2018-08-06",TRUE,FALSE
27,1488.4,30,20,7,"2018-07-18","2018-08-06",FALSE,TRUE
28,936.4,30,20,7,"2018-07-18","2018-08-06",TRUE,TRUE
29,1967.8,33,20,1,"2018-07-15","2018-08-03",FALSE,FALSE
30,1466.2,33,20,1,"2018-07-15","2018-08-03",TRUE,FALSE
31,2248.6,33,20,1,"2018-07-15","2018-08-03",FALSE,TRUE
32,1977.4,33,20,1,"2018-07-15","2018-08-03",TRUE,TRUE
33,2277.38434507,33,20,2,"2018-07-16","2018-08-04",FALSE,FALSE
34,1775.78434507,33,20,2,"2018-07-16","2018-08-04",TRUE,FALSE
35,2558.18434507,33,20,2,"2018-07-16","2018-08-04",FALSE,TRUE
36,2286.98434507,33,20,2,"2018-07-16","2018-08-04",TRUE,TRUE
37,1882.8,33,20,3,"2018-07-17","2018-08-05",FALSE,FALSE
38,1381.2,33,20,3,"2018-07-17","2018-08-05",TRUE,FALSE
39,2163.6,33,20,3,"2018-07-17","2018-08-05",FALSE,TRUE
40,1892.4,33,20,3,"2018-07-17","2018-08-05",TRUE,TRUE
41,1207.6,33,20,4,"2018-07-18","2018-08-06",FALSE,FALSE
42,875.200000000001,33,20,4,"2018-07-18","2018-08-06",TRUE,FALSE
43,1488.4,33,20,4,"2018-07-18","2018-08-06",FALSE,TRUE
44,1217.2,33,20,4,"2018-07-18","2018-08-06",TRUE,TRUE
